up_new,Descrizione,B1a,B1b,B2a,B2b,B3a,B3b,B4a,B4b,B5a,B5b,B6a,B6b,B7a,B7b,B8a,B8b,B9a,B9b,B10a,B10b,B11a,B11b,B12a,B12b,B13a,B13b,B14a,B14b,B15a,B15b,B16a,B16b,B17a,B17b,B18a,B18b,B19a,B19b,B20a,B20b,B21a,B21b,B22a,B22b,B23a,B23b,B24a,B24b,B25a,B25b,B26a,B26b,B27a,B27b,B28a,B28b,B29a,B29b,B30a,B30b,B31a,B31b,B32a,B32b,B33a,B33b
1.2.1.1.0,"Imprenditori e amministratori di grandi aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",71.0526315789,65.4135338346,39.4736842105,42.1052631579,57.8947368421,48.8721804511,67.1052631579,63.9097744361,56.5789473684,56.3909774436,57.8947368421,56.3909774436,77.6315789474,65.4135338346,84.2105263158,76.6917293233,32.8947368421,34.5864661654,21.0526315789,23.3082706767,11.8421052632,11.2781954887,2.6315789474,3.7593984962,30.2631578947,30.0751879699,44.7368421053,45.8646616541,18.4210526316,21.0526315789,46.0526315789,42.1052631579,44.7368421053,40.6015037594,21.0526315789,24.0601503759,11.8421052632,10.5263157895,19.7368421053,22.5563909774,1.3157894737,1.5037593985,1.3157894737,2.2556390977,15.7894736842,18.7969924812,53.9473684211,51.8796992481,43.4210526316,43.6090225564,0,0,1.3157894737,1.5037593985,2.6315789474,3.7593984962,15.7894736842,16.5413533835,51.3157894737,45.8646616541,14.4736842105,19.5488721805,21.0526315789,24.0601503759,27.6315789474,25.5639097744
1.2.1.2.0,"Imprenditori e amministratori di grandi aziende che operano nell'estrazione dei minerali, nella manifattura, nella produzione e distribuzione di energia elettrica, gas e acqua e nella gestione dei rifiuti",88.75,82.8571428571,55,62.1428571429,75,70.7142857143,82.5,73.5714285714,71.25,66.4285714286,72.5,66.4285714286,65,59.2857142857,0,0,33.75,35.7142857143,36.25,38.5714285714,37.5,38.5714285714,2.5,2.8571428571,21.25,22.8571428571,43.75,50,13.75,16.4285714286,6.25,7.1428571429,2.5,2.8571428571,27.5,30.7142857143,17.5,20.7142857143,13.75,15.7142857143,0,0,0,0,27.5,29.2857142857,80,69.2857142857,72.5,69.2857142857,3.75,2.8571428571,2.5,2.8571428571,0,0,12.5,13.5714285714,35,36.4285714286,21.25,22.8571428571,38.75,45,36.25,40
1.2.1.3.0,Imprenditori e amministratori di grandi aziende di costruzioni,86.9047619048,78.9115646259,70.2380952381,58.5034013605,73.8095238095,64.6258503401,53.5714285714,51.0204081633,53.5714285714,54.4217687075,61.9047619048,54.4217687075,61.9047619048,60.5442176871,0,0,17.8571428571,20.4081632653,44.0476190476,42.1768707483,46.4285714286,47.619047619,60.7142857143,59.1836734694,17.8571428571,18.3673469388,42.8571428571,46.2585034014,16.6666666667,18.3673469388,5.9523809524,9.5237891156,3.5714285714,2.7210884354,29.7619047619,29.2517006803,10.7142857143,9.5238095238,11.9047619048,10.2040816327,4.7619047619,2.0408163265,0,0,26.1904761905,23.1292517007,58.3333333333,51.7006802721,45.2380952381,40.8163265306,5.9523809524,6.8027006803,1.1904761905,1.3605238095,0,0,28.5714285714,27.2108843537,55.9523809524,47.619047619,5.9523809524,7.4829931973,16.6666666667,14.9659863946,20.2380952381,21.768707483
1.2.1.4.0,Imprenditori e amministratori di grandi aziende nel commercio,86.8421052632,84.962406015,51.3157894737,47.3684210526,71.0526315789,66.1654135338,71.0526315789,63.1578947368,65.7894736842,60.9022556391,68.4210526316,65.4135338346,47.3684210526,49.6240601504,3.9473684211,3.7593759398,30.2631578947,29.3233082707,14.4736842105,14.2857142857,11.8421052632,11.2781954887,5.2631578947,5.2631353383,10.5263157895,9.7744360902,39.4736842105,38.3458646617,11.8421052632,12.030075188,14.4736842105,15.037593985,6.5789473684,6.7669172932,46.0526315789,46.6165413534,22.3684210526,27.0676691729,7.8947368421,12.7819548872,6.5789473684,3.007518797,5.2631578947,5.2631578947,30.2631578947,31.5789473684,65.7894736842,60.1503759398,60.5263157895,60.1503759398,3.9473684211,4.5112781955,1.3157894737,1.5037593985,6.5789473684,6.7669172932,25,22.5563909774,42.1052631579,39.8496240602,14.4736842105,12.7819548872,32.8947368421,28.5714285714,30.2631578947,22.5563909774
1.2.1.5.0,Imprenditori e amministratori di grandi aziende nei servizi di alloggio e ristorazione,84.2105263158,72.9323308271,63.1578947368,58.6466165414,68.4210526316,56.3909774436,67.1052631579,58.6466165414,78.9473684211,66.9172932331,77.6315789474,66.1654135338,46.0526315789,39.8496240602,30.2631578947,23.3082706767,22.3684210526,22.5563909774,2.6315789474,2.2556390977,0,0,3.9473684211,5.2631353383,0,0,55.2631578947,49.6240601504,1.3157894737,2.2556390977,1.3157894737,2.2556390977,0,0,32.8947368421,34.5864661654,30.2631578947,27.8195488722,10.5263157895,15.037593985,0,0,0,0,25,26.3157894737,72.3684210526,57.8947368421,60.5263157895,50.3759398496,7.8947368421,9.022556391,10.5263157895,10.5263157895,6.5789473684,8.2706766917,25,22.5563909774,60.5263157895,51.1278195489,13.1578947368,12.030075188,35.5263157895,28.5714285714,22.3684210526,19.5488721805
1.2.1.6.1,Imprenditori e amministratori di grandi aziende nel settore dei trasporti e magazzinaggio,73.75,65.7142857143,55,49.2857142857,56.25,53.5714285714,61.25,53.5714285714,81.25,65.7142857143,72.5,62.8571428571,42.5,37.8571428571,1.25,1.42855,12.5,12.8571428571,2.5,2.8571428571,1.25,2.8571428571,0,0,15,15.7142857143,38.75,38.5714285714,2.5,1.4285714286,2.5,2.1428571429,0,0,28.75,27.1428571429,26.25,23.5714285714,7.5,9.9999785714,0,0,2.5,2.8571428571,23.75,26.4285714286,57.5,51.4285714286,26.25,26.4285714286,0,0,0,0,7.5,9.2857142857,16.25,17.1428571429,45,40,7.5,7.8571428571,20,20,56.25,49.2857142857
1.2.1.6.2,"Imprenditori e amministratori di grandi aziende nei servizi editoriali, di produzione cinematografica, radiofonica e televisiva",87.5,75,55,56.4285714286,70,65.7142857143,61.25,60,55,53.5714285714,80,73.5714285714,41.25,44.2857142857,0,0,37.5,35,22.5,23.5714285714,3.75,6.42855,1.25,1.4285714286,3.75,5.7142857143,48.75,44.2857142857,3.75,4.2857142857,2.5,2.8571428571,5,4.2857142857,52.5,50.7142857143,35,37.8571428571,22.5,22.1428571429,3.75,3.5714071429,5,6.4285714286,51.25,49.2857142857,86.25,76.4285714286,81.25,72.1428571429,27.5,24.2857142857,35,32.8571428571,26.25,29.2857142857,12.5,15.7142857143,71.25,61.4285714286,38.75,38.5714285714,67.5,65.7142857143,21.25,20
1.2.1.6.3,Imprenditori e amministratori di grandi aziende nei servizi informatici e di telecomunicazione,78.3333333333,77.1428571429,48.3333333333,62.8571428571,65,66.6666666667,63.3333333333,69.5238095238,70,71.4285714286,73.3333333333,72.380952381,38.3333333333,43.8095238095,0,0,51.6666666667,55.2380952381,41.6666666667,52.380952381,30,39.0476190476,3.3333333333,4.7619047619,1.6666666667,2.8571428571,40,47.619047619,3.3333333333,4.7618761905,0,0,0,0,28.3333333333,29.5238095238,11.6666666667,15.2380952381,6.6666666667,8.5714285714,3.3333333333,3.8095238095,0,0,25,33.3333333333,58.3333333333,64.7619047619,60,64.7619047619,3.3333333333,3.8095238095,3.3333333333,4.7619047619,3.3333333333,4.7619047619,15,18.0952380952,41.6666666667,50.4761904762,50,54.2857142857,41.6666666667,45.7142857143,3.3333333333,4.7618761905
1.2.1.7.0,"Imprenditori e amministratori di grandi banche, assicurazioni, agenzie immobiliari, di intermediazione finanziaria",88.0952380952,86.3944217687,58.3333333333,62.5850340136,83.3333333333,82.3127891156,65.4761904762,65.9863945578,66.6666666667,63.9455782313,71.4285714286,72.7891156463,33.3333333333,31.2925170068,2.380952381,2.0408163265,25,26.5306122449,3.5714285714,4.0816122449,3.5714285714,5.4421564626,2.380952381,3.4013605442,1.1904761905,2.0408163265,50,51.7006802721,2.380952381,2.7210680272,2.380952381,2.7210680272,1.1904761905,3.4013605442,40.4761904762,42.8571428571,20.2380952381,20.4081632653,13.0952380952,12.925170068,0,0,2.380952381,2.7210884354,40.4761904762,44.8979591837,77.380952381,68.7074829932,70.2380952381,68.0272108844,4.7619047619,5.4421564626,4.7619047619,5.4421768707,2.380952381,4.0816326531,11.9047619048,11.5646258503,65.4761904762,56.462585034,16.6666666667,18.3673469388,40.4761904762,36.7346938776,3.5714285714,4.0816122449
1.2.1.8.0,Imprenditori e amministratori di grandi aziende nei servizi alle imprese e alle persone,81.6666666667,80,50,45.7142857143,73.3333333333,69.5238095238,51.6666666667,56.1904761905,41.6666666667,41.9047619048,58.3333333333,54.2857142857,25,32.380952381,0,0,21.6666666667,26.6666666667,16.6666666667,18.0952380952,6.6666666667,12.380952381,5,7.619047619,6.6666666667,7.6190190476,48.3333333333,54.2857142857,5,10.4761904762,5,7.619047619,1.6666666667,2.8571428571,46.6666666667,46.6666666667,30,33.3333333333,11.6666666667,13.3333333333,3.3333333333,2.8571428571,0,0,16.6666666667,18.0952380952,76.6666666667,62.8571428571,60,62.8571428571,3.3333333333,3.8095238095,3.3333333333,4.7619047619,3.3333333333,3.8095238095,16.6666666667,17.1428571429,58.3333333333,58.0952380952,10,13.3333333333,21.6666666667,27.619047619,13.3333333333,16.1904761905
1.2.1.9.1,"Imprenditori e amministratori di grandi istituti scolastici, universitari e di ricerca privati",80,76.1904761905,63.3333333333,62.8571428571,58.3333333333,55.2380952381,51.6666666667,55.2380952381,70,69.5238095238,66.6666666667,65.7142857143,18.3333333333,20.9523809524,0,0,26.6666666667,27.619047619,0,0,0,0,1.6666666667,1.9047619048,0,0,38.3333333333,40.9523809524,1.6666666667,2.8571428571,1.6666666667,2.8571428571,0,0,45,42.8571428571,38.3333333333,35.2380952381,6.6666666667,6.6666666667,0,0,6.6666666667,6.6666666667,75,65.7142857143,78.3333333333,76.1904761905,45,48.5714285714,6.6666666667,8.5714285714,10,11.4285714286,28.3333333333,33.3333333333,15,18.0952380952,63.3333333333,58.0952380952,13.3333333333,11.4285714286,43.3333333333,40.9523809524,0,0
1.2.1.9.2,"Imprenditori e amministratori di grandi ospedali, cliniche private o grandi aziende di assistenza sociale",85.7142857143,69.387755102,66.6666666667,60.5442176871,59.5238095238,51.7006802721,46.4285714286,41.4965986395,86.9047619048,70.0680272109,84.5238095238,69.387755102,47.619047619,38.7755102041,2.380952381,3.4013401361,26.1904761905,26.5306122449,2.380952381,3.4013401361,2.380952381,2.7210884354,2.380952381,2.7210884354,2.380952381,2.7210884354,40.4761904762,38.7755102041,4.7619047619,4.0816326531,3.5714285714,5.4421768707,5.9523809524,5.4421768707,60.7142857143,57.1428571429,40.4761904762,34.693877551,4.7619047619,5.4421768707,22.619047619,17.6870748299,30.9523809524,28.5714285714,44.0476190476,41.4965986395,76.1904761905,58.5034013605,36.9047619048,38.7755102041,2.380952381,2.7210884354,5.9523809524,4.7619047619,11.9047619048,10.8843537415,27.380952381,24.4897959184,50,45.5782312925,10.7142857143,8.843537415,23.8095238095,21.768707483,11.9047619048,10.8843537415
1.2.1.9.3,"Imprenditori e amministratori di grandi aziende nel settore delle attività sportive, ricreative, di intrattenimento e di divertimento",75,64.7058823529,55.8823529412,57.1428571429,70.5882352941,56.3025210084,55.8823529412,49.5798319328,55.8823529412,48.7394957983,67.6470588235,58.8235294118,22.0588235294,22.6890756303,0,0,19.1176470588,15.9663865546,11.7647058824,12.6050420168,4.4117647059,6.7226890756,2.9411764706,3.3613445378,1.4705882353,1.6806722689,35.2941176471,37.8151260504,1.4705882353,3.3613445378,2.9411764706,2.5210084034,2.9411764706,3.3613445378,32.3529411765,33.6134453782,30.8823529412,27.731092437,8.8235294118,15.1260504202,2.9411764706,2.5210084034,2.9411764706,3.3613445378,27.9411764706,32.7731092437,70.5882352941,61.3445378151,51.4705882353,49.5798319328,29.4117647059,26.8907563025,14.7058823529,11.7647058824,1.4705882353,1.6806470588,14.7058823529,13.4453781513,41.1764705882,41.1764705882,29.4117647059,21.0084033613,48.5294117647,42.8571428571,16.1764705882,13.4453781513
1.2.2.1.0,"Direttori e dirigenti generali di aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",65,68.5714285714,50,54.2857142857,50,65.7142857143,50,57.1428571429,50,62.8571428571,60,60,80,68.5714285714,70,71.4285714286,30,25.7142857143,30,22.8571428571,20,11.4285714286,10,14.2857142857,15,22.8571428571,30,28.5714285714,35,34.2857142857,45,45.7142857143,30,34.2857142857,40,40,30,25.7142857143,10,11.4285714286,0,0,0,0,10,11.4285714286,50,48.5714285714,45,42.8571428571,0,0,5,5.7142857143,0,0,0,0,35,28.5714285714,25,22.8571428571,25,25.7142857143,15,17.1428571429
1.2.2.2.0,"Direttori e dirigenti generali di aziende che operano nella manifattura, nell'estrazione dei minerali, nella produzione e distribuzione di energia elettrica, gas, acqua e nelle attività di gestione dei rifiuti",73.8095238095,72.7891156463,44.0476190476,45.5782312925,60.7142857143,55.7823129252,39.2857142857,45.5782312925,52.380952381,54.4217687075,59.5238095238,56.462585034,67.8571428571,65.306122449,0,0,21.4285714286,28.5714285714,15.4761904762,18.3673469388,15.4761904762,17.6870748299,0,0,9.5238095238,11.5646258503,39.2857142857,45.5782312925,4.7619047619,9.5238095238,2.380952381,3.4013605442,0,0,25,25.1700680272,7.1428571429,9.5238095238,8.3333333333,12.2448979592,0,0,0,0,9.5238095238,11.5646258503,50,52.380952381,45.2380952381,45.5782312925,2.380952381,3.4013605442,0,0,0,0,15.4761904762,19.0476190476,28.5714285714,34.0136054422,10.7142857143,5.4421768707,10.7142857143,12.925170068,25,22.4489795918
1.2.2.3.0,Direttori e dirigenti generali di aziende nelle costruzioni,76.25,75.7142857143,61.25,62.1428571429,58.75,57.1428571429,40,47.1428571429,45,48.5714285714,53.75,50.7142857143,61.25,55,0,0,20,20,53.75,52.8571428571,45,43.5714285714,66.25,63.5714285714,17.5,20.7142857143,53.75,52.1428571429,21.25,25,12.5,17.1428571429,0,0,20,24.2857142857,6.25,6.4285714286,10,9.2857142857,2.5,0.7142857143,0,0,22.5,24.2857142857,60,59.2857142857,52.5,49.2857142857,1.25,0.7142857143,2.5,2.1428571429,0,0,15,16.4285714286,55,52.1428571429,5,7.8571428571,8.75,11.4285714286,16.25,17.1428571429
1.2.2.4.0,Direttori e dirigenti generali di aziende nel commercio,83.75,77.1428571429,63.75,67.8571428571,70,69.2857142857,71.25,67.1428571429,65,62.8571428571,72.5,66.4285714286,43.75,43.5714285714,17.5,15.7142857143,37.5,40.7142857143,6.25,8.5714071429,6.25,11.4285714286,2.5,3.5714285714,11.25,12.8571428571,41.25,48.5714285714,6.25,9.2856928571,15,16.4285714286,5,7.1428571429,40,45,16.25,24.2857142857,17.5,26.4285714286,0,0,2.5,2.8571428571,30,35.7142857143,67.5,59.2857142857,65,61.4285714286,2.5,2.8571428571,1.25,1.4285714286,1.25,2.8571428571,21.25,22.1428571429,61.25,55,17.5,17.1428571429,32.5,35,26.25,23.5714285714
1.2.2.5.0,Direttori e dirigenti generali di aziende nel settore dei servizi di alloggio e ristorazione,80,70.7142857143,46.25,50,48.75,47.8571428571,73.75,63.5714285714,76.25,63.5714285714,70,57.1428571429,51.25,45.7142857143,23.75,23.5714285714,22.5,24.2857142857,3.75,4.9999785714,8.75,13.5714285714,7.5,10,8.75,12.1428571429,31.25,34.2857142857,3.75,5.7142857143,5,7.1428357143,3.75,4.2857142857,27.5,32.1428571429,20,21.4285714286,12.5,13.5714285714,0,0,1.25,1.4285714286,18.75,22.1428571429,60,47.1428571429,55,45.7142857143,8.75,8.5714285714,5,5.7142857143,1.25,2.1428571429,27.5,27.8571428571,37.5,35.7142857143,17.5,16.4285714286,36.25,32.8571428571,28.75,25.7142857143
1.2.2.6.1,Direttori e dirigenti generali di aziende nel settore dei trasporti e magazzinaggio,67.6470588235,61.3445378151,54.4117647059,51.2605042017,50,47.8991596639,45.5882352941,41.1764705882,60.2941176471,50.4201680672,63.2352941176,57.9831932773,29.4117647059,29.4117647059,0,0,10.2941176471,11.7647058824,11.7647058824,10.9243697479,2.9411764706,3.3613445378,2.9411764706,3.3613445378,8.8235294118,14.2857142857,39.7058823529,40.3361344538,7.3529411765,9.243697479,1.4705882353,1.6806470588,0,0,26.4705882353,24.3697478992,11.7647058824,13.4453781513,5.8823529412,4.2016806723,0,0,1.4705882353,2.5210084034,10.2941176471,10.0840336134,52.9411764706,49.5798319328,14.7058823529,17.6470588235,0,0,0,0,4.4117647059,5.8823529412,7.3529411765,10.0840336134,39.7058823529,36.1344537815,8.8235294118,10.9243697479,23.5294117647,25.2100840336,36.7647058824,31.9327731092
1.2.2.6.2,"Direttori e dirigenti generali di aziende nei servizi editoriali, di produzione cinematografica, radiofonica e televisiva",82.5,76.4284285714,58.75,55.7142857143,73.75,65,61.25,52.1428571429,57.5,51.4285714286,77.5,70.7142857143,43.75,41.4285714286,0,0,35,32.8571428571,18.75,22.1428571429,11.25,10,2.5,2.1428571429,6.25,6.42855,46.25,51.4285714286,3.75,3.5714071429,5,5.7142857143,0,0,52.5,44.2857142857,28.75,30.7142857143,23.75,25,0,0,2.5,2.8571428571,43.75,45,82.5,70.7142857143,73.75,72.1428571429,20,18.5714285714,20,22.1428571429,20,22.1428571429,22.5,23.5714285714,61.25,60.7142857143,41.25,42.1428571429,66.25,65,23.75,22.1428571429
1.2.2.6.3,Direttori e dirigenti generali di aziende nei servizi informatici e di telecomunicazione,70.4545454545,61.038961039,56.8181818182,63.6363636364,63.6363636364,58.4415584416,61.3636363636,61.038961039,68.1818181818,64.9350649351,65.9090909091,64.9350649351,63.6363636364,62.3376623377,0,0,68.1818181818,55.8441558442,50,50.6493506494,43.1818181818,38.961038961,0,0,2.2727272727,1.2987012987,34.0909090909,33.7662337662,4.5454545455,5.1947662338,2.2727272727,2.5973636364,2.2727272727,2.5973636364,15.9090909091,15.5844155844,4.5454545455,5.1948051948,2.2727272727,6.4935064935,2.2727272727,2.5973636364,0,0,25,28.5714285714,72.7272727273,58.4415584416,63.6363636364,57.1428571429,4.5454545455,3.8961038961,0,0,0,0,2.2727272727,2.5973636364,45.4545454545,35.0649350649,70.4545454545,64.9350649351,61.3636363636,55.8441558442,15.9090909091,19.4805194805
1.2.2.7.0,"Direttori e dirigenti generali di banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria",87.5,79.8701298701,46.5909090909,48.7012987013,82.9545454545,75.3245454545,56.8181818182,57.1428571429,65.9090909091,64.2857142857,76.1363636364,67.5324675325,38.6363636364,38.961038961,0,0,34.0909090909,37.6623376623,11.3636363636,12.987012987,2.2727272727,3.2467337662,3.4090909091,3.2467337662,1.1363636364,2.5974025974,48.8636363636,51.9480519481,3.4090909091,5.8441558442,2.2727272727,2.5974025974,2.2727272727,4.5454545455,36.3636363636,38.3116883117,23.8636363636,29.2207792208,19.3181818182,25.974025974,1.1363636364,2.5974025974,1.1363636364,2.5974025974,25,27.2727272727,78.4090909091,68.1818181818,63.6363636364,59.0909090909,1.1363636364,2.5974025974,6.8181818182,12.987012987,3.4090909091,6.4935064935,6.8181818182,9.0908896104,67.0454545455,61.038961039,12.5,12.987012987,37.5,36.3636363636,11.3636363636,14.9350649351
1.2.2.8.0,Direttori e dirigenti generali di aziende di servizi alle imprese e alle persone,87.5,72.619047619,58.3333333333,57.1428571429,81.25,65.4761904762,47.9166666667,51.1904761905,62.5,58.3333333333,66.6666666667,57.1428571429,45.8333333333,44.0476190476,4.1666666667,4.7619047619,33.3333333333,35.7142857143,25,27.380952381,16.6666666667,16.6666666667,10.4166666667,11.9047619048,12.5,9.5238095238,37.5,42.8571428571,12.5,9.5238095238,10.4166666667,9.5238095238,4.1666666667,4.7619047619,35.4166666667,35.7142857143,33.3333333333,30.9523809524,12.5,13.0952380952,10.4166666667,9.5238095238,8.3333333333,13.0952380952,25,21.4285714286,72.9166666667,57.1428571429,60.4166666667,54.7619047619,6.25,5.9523809524,14.5833333333,16.6666666667,8.3333333333,9.5238095238,18.75,19.0476190476,75,65.4761904762,25,23.8095238095,41.6666666667,39.2857142857,22.9166666667,17.8571428571
1.2.2.9.0,"Direttori e dirigenti generali di aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento",65.7894736842,59.3984962406,51.3157894737,48.1203007519,55.2631578947,50.3759398496,55.2631578947,57.1428571429,56.5789473684,55.6390977444,64.4736842105,56.3909774436,35.5263157895,35.3383458647,0,0,14.4736842105,13.5338345865,1.3157894737,2.2556390977,2.6315789474,3.0074962406,0,0,0,0,23.6842105263,24.8120300752,0,0,0,0,1.3157894737,2.2556390977,34.2105263158,34.5864661654,31.5789473684,30.0751879699,7.8947368421,12.030075188,3.9473684211,5.2631578947,1.3157894737,1.5037593985,23.6842105263,24.8120300752,69.7368421053,58.6466165414,55.2631578947,46.6165413534,27.6315789474,28.5714285714,15.7894736842,18.045112782,13.1578947368,14.2857142857,15.7894736842,21.0526315789,46.0526315789,43.6090225564,26.3157894737,24.8120300752,39.4736842105,40.6015037594,5.2631578947,6.015037594
1.2.3.1.0,Direttori e dirigenti del dipartimento finanza ed amministrazione,89.6551724138,82.7586206897,64.6551724138,63.5467980296,89.6551724138,82.7586206897,25,34.4827586207,25.8620689655,31.5270935961,56.0344827586,54.1871921182,21.5517241379,22.1674876847,1.724137931,1.4778325123,21.5517241379,20.197044335,1.724137931,2.4630541872,0,0,0.8620689655,0.9852216749,0,0,47.4137931034,53.2019704433,0,0,0,0,0,0,26.724137931,28.5714285714,18.1034482759,20.197044335,2.5862068966,3.4482758621,0,0,0,0,14.6551724138,18.7192118227,70.6896551724,65.0246305419,62.9310344828,60.5911330049,2.5862068966,3.4482758621,4.3103448276,5.4187192118,2.5862068966,3.4482758621,0.8620689655,0.9852068966,57.7586206897,53.2019704433,6.0344827586,7.3891625616,18.1034482759,21.6748768473,3.4482758621,6.4039261084
1.2.3.2.0,"Direttori e dirigenti del dipartimento organizzazione, gestione delle risorse umane e delle relazioni industriali",75,68.253968254,57.4074074074,56.0846560847,54.6296296296,53.4391534392,33.3333333333,32.8042328042,48.1481481481,49.7354497354,87.962962963,78.3068783069,40.7407407407,41.2698412698,0.9259259259,1.0581851852,33.3333333333,32.2751322751,20.3703703704,19.5767195767,14.8148148148,15.3439153439,0.9259259259,1.5873015873,18.5185185185,17.4603174603,34.2592592593,37.5661375661,6.4814814815,6.3492063492,5.5555555556,6.8783068783,1.8518518519,2.6455026455,44.4444444444,47.0899470899,33.3333333333,31.2169312169,5.5555555556,7.9365079365,1.8518518519,1.5873015873,0.9259259259,1.0582010582,64.8148148148,58.7301587302,76.8518518519,67.1957671958,74.0740740741,66.6666666667,1.8518518519,2.1163862434,1.8518518519,1.5872857143,2.7777777778,3.7036878307,28.7037037037,29.6296296296,59.2592592593,53.4391534392,12.037037037,10.582010582,29.6296296296,32.2751322751,13.8888888889,13.7566137566
1.2.3.3.0,Direttori e dirigenti del dipartimento vendite e commercializzazione,68.4782608696,65.8385093168,47.8260869565,54.6583850932,50,47.2049689441,77.1739130435,74.5341614907,70.652173913,65.2173913043,47.8260869565,44.7204968944,64.1304347826,57.7639751553,1.0869565217,1.2422173913,26.0869565217,33.5403726708,16.3043478261,18.0124223602,30.4347826087,29.1925465839,2.1739130435,2.4844720497,5.4347826087,6.2111801242,38.0434782609,44.099378882,3.2608695652,3.7266708075,3.2608695652,6.2111801242,3.2608695652,3.7267080745,32.6086956522,36.0248447205,28.2608695652,30.4347826087,11.9565217391,12.4223602484,0,0,2.1739130435,2.4844720497,21.7391304348,26.7080745342,61.9565217391,55.2795031056,56.5217391304,53.4161490683,11.9565217391,13.0434782609,2.1739130435,1.2422360248,1.0869565217,1.2422360248,7.6086956522,8.0745341615,39.1304347826,39.1304347826,25,18.0124223602,40.2173913043,33.5403726708,31.5217391304,29.8136645963
1.2.3.4.0,"Direttori e dirigenti del dipartimento comunicazione, pubblicità e pubbliche relazioni",63.75,56.4285714286,42.5,42.8571428571,42.5,42.8571428571,77.5,72.1428571429,77.5,60.7142857143,50,48.5714285714,60,55.7142857143,37.5,33.5714285714,27.5,28.5714285714,2.5,5,5,5.7142857143,1.25,2.1428571429,1.25,0.7142857143,22.5,27.1428571429,5,4.2857142857,5,5,2.5,2.1428571429,22.5,20.7142857143,6.25,9.9999785714,2.5,3.5714071429,1.25,2.1428571429,0,0,11.25,15,70,62.8571428571,60,55.7142857143,5,6.4285714286,3.75,4.2857142857,3.75,5.7142857143,0,0,22.5,26.4285714286,15,13.5714285714,46.25,43.5714285714,25,30
1.2.3.5.0,Direttori e dirigenti del dipartimento approvvigionamento e distribuzione,68.4210526316,63.9097744361,47.3684210526,50.3759398496,46.0526315789,47.3684210526,60.5263157895,55.6390977444,68.4210526316,61.6541353383,42.1052631579,45.8646616541,72.3684210526,60.1503759398,1.3157894737,1.5037368421,27.6315789474,27.0676691729,27.6315789474,29.3233082707,40.7894736842,35.3383458647,3.9473684211,6.015037594,14.4736842105,15.7894736842,36.8421052632,41.3533834586,17.1052631579,21.8045112782,18.4210526316,21.0526315789,0,0,18.4210526316,20.3007518797,11.8421052632,16.5413533835,1.3157894737,1.5037593985,0,0,0,0,19.7368421053,24.0601503759,78.9473684211,62.4060150376,64.4736842105,54.1353383459,1.3157894737,1.5037593985,2.6315789474,2.2556390977,2.6315789474,3.007518797,5.2631578947,6.0150150376,34.2105263158,32.3308270677,6.5789473684,7.5187969925,30.2631578947,30.0751879699,31.5789473684,30.0751879699
1.2.3.6.0,Direttori e dirigenti del dipartimento servizi informatici,50,47.2527472527,42.3076923077,48.3516483516,28.8461538462,30.7692307692,28.8461538462,29.6703296703,63.4615384615,60.4395604396,42.3076923077,50.5494505495,34.6153846154,38.4615384615,3.8461538462,2.1978021978,67.3076923077,59.3406593407,36.5384615385,35.1648351648,38.4615384615,38.4615384615,0,0,1.9230769231,2.1977692308,40.3846153846,41.7582417582,5.7692307692,6.5934065934,0,0,0,0,17.3076923077,20.8791208791,9.6153846154,12.0879120879,3.8461538462,4.3956043956,0,0,1.9230769231,2.1978021978,23.0769230769,26.3736263736,61.5384615385,56.043956044,67.3076923077,60.4395604396,0,0,0,0,0,0,3.8461538462,4.3956043956,25,29.6703296703,51.9230769231,47.2527472527,36.5384615385,34.0659340659,3.8461538462,5.4945054945
1.2.3.7.0,Direttori e dirigenti del dipartimento ricerca e sviluppo,59.0909090909,58.4415584416,63.6363636364,63.6363636364,50,48.0519480519,52.2727272727,51.9480519481,68.1818181818,67.5324675325,79.5454545455,67.5324675325,54.5454545455,53.2467532468,0,0,65.9090909091,66.2337662338,54.5454545455,53.2467532468,43.1818181818,40.2597402597,0,0,4.5454545455,6.4935064935,54.5454545455,57.1428571429,18.1818181818,24.6753246753,11.3636363636,14.2857142857,4.5454545455,3.8961038961,34.0909090909,29.8701298701,15.9090909091,16.8831168831,9.0909090909,14.2857142857,4.5454545455,3.8961038961,4.5454545455,3.8961038961,34.0909090909,42.8571428571,68.1818181818,57.1428571429,72.7272727273,67.5324675325,0,0,4.5454545455,3.8961038961,0,0,15.9090909091,15.5844155844,38.6363636364,36.3636363636,52.2727272727,50.6493506494,40.9090909091,40.2597402597,4.5454545455,5.1948051948
