up_new,Descrizione,B1a,B1b,B2a,B2b,B3a,B3b,B4a,B4b,B5a,B5b,B6a,B6b,B7a,B7b,B8a,B8b,B9a,B9b,B10a,B10b,B11a,B11b,B12a,B12b,B13a,B13b,B14a,B14b,B15a,B15b,B16a,B16b,B17a,B17b,B18a,B18b,B19a,B19b,B20a,B20b,B21a,B21b,B22a,B22b,B23a,B23b,B24a,B24b,B25a,B25b,B26a,B26b,B27a,B27b,B28a,B28b,B29a,B29b,B30a,B30b,B31a,B31b,B32a,B32b,B33a,B33b
3.4.2.3.0,Istruttori di tecniche in campo artistico,15.7894736842,12.7819548872,11.8421052632,17.2932330827,9.2105263158,12.030075188,25,26.3157894737,57.8947368421,51.8796992481,18.4210526316,18.045112782,15.7894736842,12.030075188,0,0,5.2631578947,5.2631353383,0,0,2.6315789474,4.5112556391,0,0,0,0,23.6842105263,20.3007518797,9.2105263158,8.2706766917,6.5789473684,7.5187744361,3.9473684211,3.7593984962,52.6315789474,38.3458646617,42.1052631579,32.3308270677,3.9473684211,3.007518797,2.6315789474,3.0074736842,3.9473684211,3.7593984962,60.5263157895,48.1203007519,69.7368421053,57.1428571429,48.6842105263,46.6165413534,85.5263157895,74.4360902256,25,24.8120300752,6.5789473684,7.5187744361,10.5263157895,11.2781954887,14.4736842105,14.2857142857,3.9473684211,3.007518797,31.5789473684,26.3157894737,0,0
3.4.2.4.0,Istruttori di discipline sportive non agonistiche,18.4782608696,20.4968944099,10.8695652174,13.6645962733,2.1739130435,3.1055900621,17.3913043478,20.4968944099,59.7826086957,52.1739130435,9.7826086957,11.801242236,0,0,2.1739130435,1.8633540373,6.5217391304,6.2111801242,0,0,0,0,0,0,1.0869565217,1.8633540373,6.5217391304,9.3167701863,20.652173913,20.4968944099,14.1304347826,13.0434782609,21.7391304348,19.8757763975,46.7391304348,45.9627329193,25,26.0869565217,0,0,22.8260869565,22.3602484472,4.347826087,4.347826087,58.6956521739,45.3416149068,56.5217391304,49.6894409938,34.7826086957,36.0248447205,11.9565217391,10.5590062112,0,0,2.1739130435,1.2422360248,11.9565217391,13.0434782609,11.9565217391,13.6645962733,3.2608695652,3.1055900621,4.347826087,4.3478074534,1.0869565217,1.8633540373
3.4.2.5.1,Organizzatori di eventi e di strutture sportive,55.2631578947,51.1278195489,44.7368421053,39.8496240602,34.2105263158,40.6015037594,28.9473684211,30.8270676692,47.3684210526,48.1203007519,47.3684210526,42.8571428571,15.7894736842,17.2932330827,5.2631578947,6.015037594,13.1578947368,17.2932330827,5.2631578947,6.015037594,3.9473684211,5.2631578947,2.6315789474,3.007518797,5.2631578947,6.015037594,27.6315789474,30.0751879699,10.5263157895,8.2706766917,5.2631578947,8.2706766917,5.2631578947,6.015037594,25,29.3233082707,14.4736842105,16.5413533835,6.5789473684,10.5263157895,1.3157894737,1.5037368421,2.6315789474,3.0074962406,17.1052631579,15.037593985,63.1578947368,54.1353383459,46.0526315789,44.3609022556,1.3157894737,1.5037368421,3.9473684211,5.2631353383,5.2631578947,6.7668947368,19.7368421053,18.045112782,30.2631578947,31.5789473684,19.7368421053,20.3007518797,43.4210526316,36.0902255639,13.1578947368,15.7894736842
3.4.2.5.2,Osservatori sportivi,0,0,5,3.8095238095,0,0,1.6666666667,0.9523809524,21.6666666667,19.0476190476,23.3333333333,19.0476190476,0,0,0,0,5,6.6666666667,0,0,0,0,0,0,0,0,18.3333333333,20,3.3333333333,2.8571428571,0,0,0,0,26.6666666667,21.9047619048,16.6666666667,16.1904761905,0,0,1.6666666667,0.9523809524,1.6666666667,1.9047619048,8.3333333333,10.4761904762,53.3333333333,43.8095238095,18.3333333333,21.9047619048,0,0,0,0,0,0,0,0,6.6666666667,8.5714285714,3.3333333333,0.9523809524,5,4.7618761905,1.6666666667,1.9047619048
3.4.2.6.1,Allenatori e tecnici sportivi,8.8235294118,12.6050420168,10.2941176471,8.4033613445,1.4705882353,0.8403361345,4.4117647059,4.2016554622,38.2352941176,31.0924369748,42.6470588235,30.2521008403,5.8823529412,5.0419915966,0,0,13.2352941176,8.4033613445,1.4705882353,0.8403361345,1.4705882353,1.6806470588,0,0,5.8823529412,4.2016806723,17.6470588235,17.6470588235,7.3529411765,3.3613445378,4.4117647059,3.3613445378,2.9411764706,4.2016554622,63.2352941176,47.0588235294,27.9411764706,24.3697478992,4.4117647059,2.5210084034,4.4117647059,5.0419915966,1.4705882353,1.6806470588,45.5882352941,33.6134453782,57.3529411765,45.3781512605,32.3529411765,24.3697478992,0,0,0,0,0,0,7.3529411765,4.2016806723,23.5294117647,15.1260504202,7.3529411765,4.2016806723,29.4117647059,21.8487394958,4.4117647059,2.5210084034
3.4.2.6.2,Arbitri e giudici di gara,0,0,6.25,7.1428357143,0,0,2.5,2.8571428571,30,26.4285714286,15,15.7142857143,2.5,2.8571,0,0,11.25,13.5714285714,1.25,1.42855,2.5,3.5714285714,0,0,5,5.7142857143,20,16.4285714286,12.5,9.2857142857,1.25,1.42855,2.5,4.2857142857,40,34.2857142857,21.25,15.7142857143,6.25,7.8571428571,6.25,7.1428571429,1.25,1.42855,16.25,16.4285714286,62.5,42.1428571429,32.5,26.4285714286,0,0,0,0,0,0,3.75,5.7142857143,30,20.7142857143,6.25,4.2857142857,21.25,18.5714285714,3.75,4.2857142857
3.4.2.7.0,Atleti,3.3333333333,1.9047619048,1.6666666667,2.8571428571,1.6666666667,3.8095238095,1.6666666667,3.8095238095,0,0,0,0,5,6.6666666667,0,0,1.6666666667,3.8095238095,0,0,0,0,0,0,5,4.7619047619,6.6666666667,5.7142571429,8.3333333333,6.6666666667,1.6666666667,1.9047619048,0,0,25,19.0476190476,10,10.4761904762,1.6666666667,0.9523809524,1.6666666667,1.9047333333,0,0,5,4.7618761905,36.6666666667,32.380952381,20,20,0,0,0,0,1.6666666667,1.9047619048,8.3333333333,8.5714285714,3.3333333333,1.9047619048,1.6666666667,1.9047619048,6.6666666667,5.7142857143,1.6666666667,1.9047619048
3.4.3.1.1,Annunciatori della radio e della televisione,7.5,9.2856928571,17.5,20,7.5,9.2857142857,22.5,26.4285714286,28.75,32.1428571429,15,17.1428571429,5,5.7142428571,1.25,2.1428571429,35,36.4285714286,6.25,8.5714285714,3.75,5,0,0,2.5,5,13.75,15.7142857143,0,0,0,0,0,0,40,38.5714285714,36.25,33.5714285714,17.5,23.5714285714,0,0,2.5,5,12.5,14.2857142857,90,75.7141428571,62.5,57.1428571429,21.25,16.4285714286,20,20,7.5,7.8571214286,11.25,11.4285714286,23.75,24.2857142857,51.25,42.1428571429,77.5,67.8571428571,2.5,3.5714071429
3.4.3.1.2,Presentatori di performance artistiche e ricreative,4.1666666667,2.380952381,4.1666666667,1.1904761905,6.25,3.5714285714,39.5833333333,20.2380952381,50,32.1428571429,0,0,0,0,0,0,47.9166666667,28.5714285714,2.0833333333,2.3809166667,0,0,0,0,4.1666666667,1.1904761905,4.1666666667,2.380952381,0,0,0,0,0,0,25,11.9047619048,20.8333333333,10.7142857143,0,0,0,0,0,0,0,0,45.8333333333,28.5714285714,39.5833333333,30.9523809524,66.6666666667,45.2380952381,0,0,0,0,0,0,0,0,37.5,22.619047619,58.3333333333,40.4761904762,0,0
3.4.3.2.0,"Tecnici dell'organizzazione della produzione radiotelevisiva, cinematografica e teatrale",32.9545454545,38.3116883117,45.4545454545,51.2987012987,22.7272727273,26.6233766234,36.3636363636,37.012987013,39.7727272727,41.5584415584,42.0454545455,42.2077922078,27.2727272727,29.2207792208,0,0,46.5909090909,49.3506493506,10.2272727273,12.987012987,11.3636363636,12.987012987,1.1363636364,1.9480519481,5.6818181818,7.7921883117,20.4545454545,21.4285714286,2.2727272727,3.2467532468,1.1363636364,1.9480519481,0,0,39.7727272727,42.2077922078,28.4090909091,32.4675324675,11.3636363636,11.6883116883,0,0,2.2727272727,2.5974025974,26.1363636364,31.8181818182,72.7272727273,63.6363636364,55.6818181818,58.4415584416,47.7272727273,50.6493506494,15.9090909091,21.4285714286,17.0454545455,18.8311688312,17.0454545455,18.1818181818,29.5454545455,32.4675324675,55.6818181818,48.0519480519,85.2272727273,77.9219480519,10.2272727273,11.038961039
3.4.3.3.0,Intrattenitori,25,23.3766233766,11.3636363636,14.2857142857,18.1818181818,19.4805194805,40.9090909091,32.4675324675,59.0909090909,55.8441558442,15.9090909091,15.5844155844,2.2727272727,2.5973636364,0,0,22.7272727273,22.0779220779,2.2727272727,2.5973636364,13.6363636364,14.2857142857,0,0,11.3636363636,14.2857142857,6.8181818182,12.987012987,2.2727272727,6.4935064935,0,0,0,0,61.3636363636,51.9480519481,36.3636363636,35.0649350649,18.1818181818,16.8831168831,0,0,0,0,22.7272727273,22.0779220779,72.7272727273,58.4415584416,56.8181818182,54.5454545455,56.8181818182,50.6493506494,11.3636363636,15.5844155844,4.5454545455,7.7921688312,4.5454545455,7.7921688312,4.5454545455,10.3896103896,15.9090909091,16.8831168831,40.9090909091,36.3636363636,18.1818181818,19.4805194805
3.4.4.1.1,Grafici,26.6666666667,29.0476190476,34.1666666667,36.1904761905,16.6666666667,14.2857142857,32.5,33.3333333333,50.8333333333,47.1428571429,16.6666666667,18.5714285714,21.6666666667,26.6666666667,0.8333333333,0.9523809524,50.8333333333,48.0952380952,8.3333333333,8.5714285714,28.3333333333,30,1.6666666667,1.9047619048,3.3333333333,4.2857142857,21.6666666667,23.8095238095,1.6666666667,1.4285714286,2.5,2.380952381,1.6666666667,1.4285714286,25,27.1428571429,22.5,23.8095238095,5,7.1428428571,0.8333333333,0.9523809524,1.6666666667,1.4285714286,7.5,8.5714285714,59.1666666667,56.1904761905,48.3333333333,50,55,48.5714285714,19.1666666667,19.5238095238,8.3333333333,10.4761904762,0.8333333333,1.9047619048,17.5,16.6666666667,15.8333333333,13.3333333333,49.1666666667,46.6666666667,0.8333333333,1.9047619048
3.4.4.1.2,Allestitori di scena,20,21.9047619048,11.6666666667,20,13.3333333333,17.1428571429,16.6666666667,19.0476190476,38.3333333333,31.4285714286,28.3333333333,28.5714285714,48.3333333333,41.9047619048,0,0,15,17.1428571429,11.6666666667,17.1428571429,33.3333333333,35.2380952381,6.6666666667,7.6190190476,25,27.619047619,30,36.1904761905,21.6666666667,22.8571428571,13.3333333333,10.4761904762,0,0,23.3333333333,21.9047619048,31.6666666667,32.380952381,3.3333333333,11.4285714286,3.3333333333,1.9047619048,0,0,16.6666666667,21.9047619048,50,50.4761904762,46.6666666667,47.619047619,65,59.0476190476,46.6666666667,42.8571428571,16.6666666667,20,15,14.2857142857,16.6666666667,17.1428571429,13.3333333333,12.380952381,18.3333333333,19.0476190476,15,19.0476190476
3.4.4.2.1,Tecnici dei musei,43.75,41.6666666667,64.5833333333,63.0952380952,29.1666666667,29.7619047619,29.1666666667,36.9047619048,47.9166666667,39.2857142857,29.1666666667,32.1428571429,39.5833333333,33.3333333333,0,0,33.3333333333,29.7619047619,10.4166666667,11.9047619048,16.6666666667,16.6666666667,12.5,14.2857142857,2.0833333333,2.3809166667,33.3333333333,35.7142857143,14.5833333333,17.8571428571,29.1666666667,30.9523809524,25,21.4285714286,25,29.7619047619,20.8333333333,22.619047619,29.1666666667,33.3333333333,4.1666666667,4.7619047619,4.1666666667,4.7619047619,16.6666666667,19.0476190476,85.4166666667,63.0952380952,70.8333333333,59.5238095238,72.9166666667,59.5238095238,85.4166666667,73.8092857143,18.75,22.619047619,37.5,35.7142857143,45.8333333333,41.6666666667,12.5,10.7142857143,37.5,35.7142857143,33.3333333333,28.5714285714
3.4.4.2.2,Tecnici delle biblioteche,19.0476190476,17.0068027211,50,47.619047619,3.5714285714,4.0816326531,11.9047619048,9.5238095238,57.1428571429,50.3401360544,15.4761904762,10.8843537415,4.7619047619,5.4421768707,0,0,30.9523809524,30.612244898,0,0,0,0,0,0,0,0,15.4761904762,16.3265306122,2.380952381,2.0408163265,2.380952381,2.0408163265,2.380952381,3.4013605442,25,22.4489795918,22.619047619,23.8095238095,15.4761904762,21.768707483,1.1904761905,2.0408163265,3.5714285714,7.4829931973,10.7142857143,14.2857142857,79.7619047619,63.9455782313,53.5714285714,52.380952381,16.6666666667,14.9659863946,25,26.5306122449,19.0476190476,25.1700680272,8.3333333333,8.843537415,22.619047619,18.3673469388,21.4285714286,16.3265306122,27.380952381,23.8095238095,3.5714285714,6.1224489796
3.4.4.3.1,Stimatori di opere d'arte,37.0967741935,35.0230414747,31.4516129032,33.1797235023,28.2258064516,27.1889400922,58.064516129,54.3778801843,66.1290322581,61.7511520737,21.7741935484,22.5806451613,19.3548387097,16.5898617512,0,0,29.8387096774,29.0322580645,0,0,4.0322580645,4.1474516129,0,0,1.6129032258,1.3824884793,18.5483870968,22.5806451613,1.6129032258,2.7649769585,14.5161290323,17.0506912442,3.2258064516,4.6082949309,28.2258064516,28.1105990783,20.1612903226,23.0414746544,22.5806451613,24.4239631336,0.8064516129,1.3824884793,3.2258064516,3.2258064516,18.5483870968,16.5898617512,65.3225806452,55.2995391705,61.2903225806,53.4562211982,87.9032258065,74.1931797235,74.1935483871,68.66359447,25.8064516129,28.5714285714,5.6451612903,6.9124285714,37.9032258065,40.0921658986,16.1290322581,17.5115207373,30.6451612903,28.5714285714,21.7741935484,20.2764976959
3.4.4.3.2,Periti filatelici e numismatici,21.25,22.8571428571,35,34.2857142857,36.25,36.4285714286,43.75,35.7142857143,67.5,52.8571428571,6.25,7.1428357143,20,17.1428571429,0,0,31.25,27.8571428571,6.25,7.8571428571,2.5,2.8571428571,0,0,1.25,1.4285714286,27.5,29.2857142857,7.5,7.8571214286,30,27.8571428571,1.25,1.42855,26.25,27.8571428571,15,15.7142857143,56.25,50,0,0,0,0,16.25,21.4285714286,71.25,60.7142857143,58.75,55,37.5,30.7142857143,68.75,60.7142857143,18.75,17.8571428571,0,0,43.75,42.8571428571,17.5,17.1428571429,28.75,28.5714285714,6.25,7.1428357143
3.4.4.3.3,Periti calligrafi,14.2857142857,17.0068027211,36.9047619048,38.0952380952,7.1428571429,10.2040816327,5.9523809524,8.8435170068,45.2380952381,38.0952380952,1.1904761905,1.3605238095,0,0,0,0,29.7619047619,27.2108843537,10.7142857143,8.843537415,1.1904761905,1.3605238095,0,0,1.1904761905,2.0408163265,14.2857142857,20.4081632653,5.9523809524,6.1224489796,17.8571428571,20.4081632653,3.5714285714,5.4421768707,46.4285714286,42.1768707483,21.4285714286,21.768707483,0,0,5.9523809524,6.1224285714,4.7619047619,6.1224285714,16.6666666667,13.6054421769,76.1904761905,63.9455782313,21.4285714286,23.8095238095,7.1428571429,7.4829931973,3.5714285714,4.7619047619,3.5714285714,6.1224489796,4.7619047619,5.4421564626,54.7619047619,53.0612244898,4.7619047619,1.3605442177,13.0952380952,15.6462585034,0,0
3.4.4.4.0,Tecnici del restauro,31.25,30.7142857143,27.5,31.4285714286,20,20.7142857143,15,15,47.5,43.5714285714,30,30.7142857143,41.25,37.8571428571,0,0,16.25,18.5714285714,7.5,9.2857142857,36.25,37.8571428571,30,30,12.5,14.2857142857,23.75,25.7142857143,26.25,27.1428571429,65,62.8571428571,37.5,42.1428571429,22.5,25,12.5,16.4285714286,8.75,12.8571428571,6.25,6.4285714286,1.25,2.8571428571,18.75,22.1428571429,56.25,56.4285714286,22.5,23.5714285714,86.25,79.9997142857,66.25,67.1428571429,20,24.2857142857,15,17.1428571429,33.75,32.1428571429,12.5,8.5714285714,11.25,12.1428571429,12.5,12.8571428571
3.4.5.1.0,Assistenti sociali,14.7727272727,18.1818181818,39.7727272727,40.9090909091,6.8181818182,9.0909090909,0,0,56.8181818182,53.8961038961,18.1818181818,20.1298701299,0,0,0,0,14.7727272727,16.8831168831,0,0,0,0,0,0,0,0,19.3181818182,22.0779220779,1.1363636364,1.2987012987,3.4090909091,3.2467532468,6.8181818182,7.1428571429,75,66.2337662338,71.5909090909,61.6883116883,4.5454545455,6.4935064935,25,24.6753246753,51.1363636364,47.4025974026,20.4545454545,23.3766233766,62.5,53.8961038961,29.5454545455,33.7662337662,2.2727272727,1.9480519481,1.1363636364,1.2987012987,9.0909090909,9.7402597403,13.6363636364,14.9350649351,65.9090909091,53.2467532468,3.4090909091,3.2467337662,10.2272727273,11.038961039,4.5454545455,6.4935064935
3.4.5.2.0,Tecnici del reinserimento e dell’integrazione sociale,27.6315789474,30.8270676692,36.8421052632,33.0827067669,7.8947368421,8.2706766917,6.5789473684,8.2706766917,71.0526315789,66.9172932331,23.6842105263,27.0676691729,3.9473684211,3.7593984962,1.3157894737,1.5037593985,21.0526315789,24.0601503759,1.3157894737,0.7518796992,0,0,1.3157894737,1.5037593985,1.3157894737,1.5037593985,18.4210526316,23.3082706767,1.3157894737,0.7518796992,6.5789473684,7.5187744361,10.5263157895,12.7819548872,86.8421052632,77.4436090226,73.6842105263,66.1654135338,17.1052631579,16.5413533835,44.7368421053,42.1052631579,76.3157894737,78.1954887218,51.3157894737,49.6240601504,73.6842105263,63.9097744361,52.6315789474,56.3909774436,14.4736842105,12.7819548872,10.5263157895,9.022556391,22.3684210526,23.3082706767,14.4736842105,13.5338345865,50,43.6090225564,15.7894736842,12.7819548872,26.3157894737,21.8045112782,10.5263157895,13.5338345865
3.4.5.3.0,Tecnici dei servizi per l'impiego,26.25,23.5714285714,65,60.7142857143,6.25,7.8571214286,18.75,19.2857142857,70,62.8571428571,52.5,46.4285714286,16.25,15.7142857143,0,0,28.75,25.7142857143,1.25,1.42855,0,0,0,0,0,0,13.75,17.1428571429,0,0,0,0,0,0,36.25,36.4285714286,33.75,36.4285714286,3.75,5,1.25,1.4285714286,7.5,7.1428357143,40,39.2857142857,60,55.7142857143,27.5,30.7142857143,0,0,1.25,1.4285714286,8.75,10,6.25,5.7142857143,66.25,61.4285714286,11.25,9.2857142857,28.75,26.4285714286,0,0
3.4.5.4.0,Tecnici dei servizi di sicurezza privati e professioni assimilate,45,44.2857142857,46.25,42.1428571429,21.25,20.7142857143,43.75,41.4285714286,65,59.2857142857,62.5,57.8571428571,30,27.1428571429,0,0,23.75,20,17.5,20,12.5,13.5714285714,2.5,2.8571214286,3.75,5,11.25,11.4285714286,2.5,2.8571428571,1.25,2.8571428571,0,0,16.25,17.1428571429,15,13.5714285714,6.25,7.8571214286,1.25,0.7142857143,0,0,15,15,55,44.2857142857,30,30.7142857143,0,0,2.5,2.1428571429,2.5,2.8571428571,42.5,36.4285714286,53.75,47.1428571429,30,28.5714285714,15,15.7142857143,17.5,18.5714285714
3.4.5.5.0,Tecnici delle attività religiose e di culto,20.2380952381,19.7278911565,21.4285714286,21.768707483,15.4761904762,13.6054421769,4.7619047619,5.4421768707,28.5714285714,29.9319727891,15.4761904762,16.3265306122,5.9523809524,6.8027210884,7.1428571429,7.4829727891,10.7142857143,12.2448979592,0,0,0,0,0,0,0,0,13.0952380952,12.925170068,0,0,2.380952381,4.0816326531,7.1428571429,6.8027210884,41.6666666667,43.537414966,42.8571428571,40.8163265306,10.7142857143,12.925170068,4.7619047619,8.1632653061,7.1428571429,7.4829931973,26.1904761905,28.5714285714,57.1428571429,53.0612244898,29.7619047619,32.6530612245,16.6666666667,16.3265306122,27.380952381,29.2517006803,72.619047619,67.3469387755,4.7619047619,4.7618843537,21.4285714286,23.8095238095,4.7619047619,5.4421768707,14.2857142857,15.6462585034,3.5714285714,4.0816326531
3.4.6.1.0,Tecnici dei servizi giudiziari,25,26.3157894737,76.3157894737,71.4285714286,18.4210526316,18.7969924812,1.3157894737,2.2556390977,47.3684210526,45.1127819549,25,23.3082706767,6.5789473684,7.5187744361,1.3157894737,0.7518796992,31.5789473684,28.5714285714,5.2631578947,8.2706766917,3.9473684211,4.5112781955,0,0,1.3157894737,1.5037593985,18.4210526316,21.8045112782,1.3157894737,0.7518796992,1.3157894737,1.5037593985,1.3157894737,1.5037593985,22.3684210526,21.8045112782,3.9473684211,4.5112556391,5.2631578947,6.7669172932,2.6315789474,3.007518797,2.6315789474,2.2556390977,13.1578947368,14.2857142857,75,68.4210526316,26.3157894737,27.8195488722,0,0,1.3157894737,1.5037593985,2.6315789474,3.007518797,14.4736842105,16.5413533835,93.4210526316,78.1954887218,14.4736842105,15.037593985,14.4736842105,13.5338345865,0,0
3.4.6.2.0,Ufficiali della Polizia di Stato,33.3333333333,30.1587301587,54.6296296296,58.2010582011,12.962962963,13.2275132275,0,0,33.3333333333,34.3915343915,43.5185185185,41.7989417989,2.7777777778,2.6455026455,0,0,40.7407407407,31.2169312169,7.4074074074,6.8783068783,0.9259259259,1.0581851852,1.8518518519,2.1164021164,2.7777777778,3.7037037037,18.5185185185,18.5185185185,6.4814814815,6.8782910053,3.7037037037,4.2328042328,6.4814814815,7.4074074074,53.7037037037,50.7936507937,48.1481481481,44.4444444444,25,23.2804232804,7.4074074074,7.9365079365,5.5555555556,5.8201058201,25,26.9841269841,75.9259259259,60.8465608466,51.8518518519,47.619047619,2.7777777778,2.6455026455,4.6296296296,4.7619047619,1.8518518519,2.1164021164,86.1111111111,75.1320634921,92.5925925926,76.1903703704,32.4074074074,28.5714285714,23.1481481481,25.9259259259,13.8888888889,10.582010582
3.4.6.3.1,Tecnici dei servizi di sicurezza dei vigili urbani,42.5,37.8571428571,58.75,61.4285714286,17.5,16.4285714286,3.75,4.2856714286,60,57.1428571429,31.25,28.5714285714,16.25,14.2857142857,0,0,41.25,42.8571428571,6.25,7.1428357143,7.5,9.2857142857,7.5,8.5714071429,3.75,5,25,29.2857142857,11.25,12.8571428571,7.5,9.2857142857,3.75,4.9999785714,55,55,31.25,36.4285714286,27.5,29.2857142857,0,0,2.5,2.1428571429,25,27.8571428571,80,67.8571428571,46.25,47.1428571429,12.5,12.1428571429,11.25,15,6.25,7.8571428571,72.5,67.1428571429,85,77.1427142857,28.75,28.5714285714,28.75,29.2857142857,41.25,37.1428571429
3.4.6.3.2,Tecnici dei servizi di sicurezza dei vigili del fuoco,36.4583333333,36.3095238095,46.875,52.380952381,16.6666666667,17.8571428571,4.1666666667,4.1666488095,45.8333333333,45.8333333333,58.3333333333,57.1428571429,16.6666666667,17.8571428571,1.0416666667,1.1904761905,29.1666666667,32.7380952381,39.5833333333,41.6666666667,30.2083333333,36.9047619048,42.7083333333,37.5,26.0416666667,30.9523809524,36.4583333333,37.5,44.7916666667,45.8333333333,50,47.619047619,27.0833333333,33.3333333333,43.75,43.4523809524,29.1666666667,30.3571428571,27.0833333333,32.1428571429,18.75,22.0238095238,10.4166666667,14.2857142857,40.625,45.8333333333,55.2083333333,54.7619047619,41.6666666667,43.4523809524,4.1666666667,5.3571428571,5.2083333333,5.3571428571,5.2083333333,5.9523809524,86.4583333333,75.595,63.5416666667,61.3095238095,41.6666666667,45.2380952381,39.5833333333,39.2857142857,36.4583333333,39.2857142857
3.4.6.3.3,Tecnici dei servizi di sicurezza del corpo forestale,40,33.5714285714,56.25,52.1428571429,18.75,22.1428571429,6.25,6.42855,22.5,22.8571428571,41.25,42.1428571429,13.75,16.4285714286,20,22.8571428571,21.25,22.1428571429,11.25,10.7142857143,3.75,4.2856714286,26.25,27.1428571429,11.25,11.4285714286,28.75,30.7142857143,18.75,21.4285714286,26.25,29.2857142857,51.25,47.8571428571,38.75,41.4285714286,27.5,27.1428571429,50,47.1428571429,5,5.7142857143,2.5,3.5714285714,33.75,39.2857142857,63.75,58.5714285714,43.75,45,1.25,2.1428571429,11.25,12.8571428571,6.25,6.42855,78.75,65.7142857143,82.5,71.4284285714,41.25,42.1428571429,31.25,29.2857142857,31.25,34.2857142857
3.4.6.4.0,Ufficiali della guardia di finanza,57.8125,51.3392857143,67.1875,64.2857142857,68.75,65.625,12.5,12.5,21.09375,24.1071428571,49.21875,46.4285714286,21.09375,23.6607142857,2.34375,2.6785580357,42.1875,38.8392857143,7.03125,8.9285580357,4.6875,6.6964017857,5.46875,7.14284375,3.90625,4.9107008929,40.625,40.625,3.90625,4.9107008929,3.90625,4.4642723214,2.34375,2.6785580357,45.3125,44.6428571429,27.34375,27.6785714286,21.875,25.8928571429,1.5625,1.7857008929,3.90625,4.4642589286,39.0625,37.9464285714,78.125,64.7321428571,52.34375,48.6607142857,4.6875,5.3571294643,4.6875,6.6964151786,4.6875,6.2499866071,44.53125,44.1964285714,86.71875,73.2142857143,32.03125,32.1428571429,37.5,39.7321428571,24.21875,25.4464285714
3.4.6.5.0,Controllori fiscali,37.5,38.961038961,68.1818181818,68.8311688312,47.7272727273,47.4025974026,4.5454545455,5.1947857143,32.9545454545,33.7662337662,38.6363636364,38.961038961,20.4545454545,20.1298701299,2.2727272727,1.9480519481,31.8181818182,26.6233766234,4.5454545455,5.1947857143,2.2727272727,1.2987012987,1.1363636364,0.6493506494,4.5454545455,4.5454545455,36.3636363636,35.7142857143,6.8181818182,6.493487013,21.5909090909,23.3766233766,10.2272727273,9.7402597403,29.5454545455,32.4675324675,19.3181818182,20.7792207792,23.8636363636,25.974025974,1.1363636364,1.2987012987,3.4090909091,3.8961038961,22.7272727273,22.7272727273,60.2272727273,56.4935064935,60.2272727273,57.1428571429,4.5454545455,4.5454545455,6.8181818182,7.7922077922,1.1363636364,1.9480519481,30.6818181818,29.2207792208,70.4545454545,63.6363636364,11.3636363636,11.038961039,25,22.7272727273,31.8181818182,27.2727272727
3.4.6.6.1,Tecnici dei servizi pubblici di concessioni licenze,35.5263157895,36.0902255639,68.4210526316,63.9097744361,23.6842105263,18.7969924812,1.3157894737,2.2556390977,46.0526315789,42.8571428571,22.3684210526,24.0601503759,7.8947368421,8.2706766917,1.3157894737,2.2556390977,38.1578947368,30.0751879699,23.6842105263,23.3082706767,35.5263157895,33.0827067669,44.7368421053,42.8571428571,3.9473684211,3.7593984962,35.5263157895,36.8421052632,15.7894736842,15.7894736842,7.8947368421,9.022556391,3.9473684211,5.2631578947,32.8947368421,36.0902255639,25,21.0526315789,15.7894736842,15.037593985,0,0,0,0,10.5263157895,12.7819548872,75,59.3984962406,30.2631578947,30.8270676692,5.2631578947,6.7669172932,13.1578947368,12.030075188,5.2631578947,6.015037594,28.9473684211,25.5639097744,82.8947368421,69.9246616541,21.0526315789,19.5488721805,23.6842105263,19.5488721805,2.6315789474,3.007518797
3.4.6.6.2,Tecnici dei servizi pubblici per il rilascio di certificazioni e documentazioni personali,15.4761904762,17.0068027211,71.4285714286,59.1836734694,20.2380952381,18.3673469388,1.1904761905,2.0408163265,71.4285714286,55.1020408163,10.7142857143,8.1632653061,1.1904761905,2.0408163265,0,0,28.5714285714,20.4081632653,0,0,0,0,0,0,0,0,19.0476190476,15.6462585034,1.1904761905,0.6802721088,0,0,0,0,35.7142857143,32.6530612245,21.4285714286,17.6870748299,5.9523809524,8.8435170068,0,0,2.380952381,3.4013605442,7.1428571429,10.2040816327,60.7142857143,48.2993197279,41.6666666667,36.7346938776,0,0,0,0,0,0,13.0952380952,12.2448979592,69.0476190476,47.619047619,10.7142857143,8.843537415,4.7619047619,4.7619047619,0,0
4.1.1.1.0,Addetti a funzioni di segreteria,30.6818181818,27.2727272727,87.5,71.4284415584,18.1818181818,14.9350649351,2.2727272727,2.5974025974,20.4545454545,20.1298701299,31.8181818182,25.3246753247,2.2727272727,3.2467532468,0,0,35.2272727273,28.5714285714,2.2727272727,1.9480519481,0,0,0,0,0,0,13.6363636364,12.3376623377,1.1363636364,1.2987012987,1.1363636364,1.9480519481,1.1363636364,1.9480519481,22.7272727273,25.974025974,6.8181818182,7.1428376623,3.4090909091,3.8961038961,2.2727272727,1.9480519481,0,0,11.3636363636,12.987012987,73.8636363636,52.5974025974,34.0909090909,31.1688311688,0,0,1.1363636364,1.2986818182,2.2727272727,1.9480519481,14.7727272727,13.6363636364,36.3636363636,35.0649350649,5.6818181818,5.1947857143,25,20.1298701299,1.1363636364,1.2987012987
