up_new,Descrizione,G1a,G1b,G2a,G2b,G3a,G3b,G4a,G4b,G5a,G5b,G6a,G6b,G7a,G7b,G8a,G8b,G9a,G9b,G10a,G10b,G11a,G11b,G12a,G12b,G13a,G13b,G14a,G14b,G15a,G15b,G16a,G16b,G17a,G17b,G18a,G18b,G19a,G19b,G20a,G20b,G21a,G21b,G22a,G22b,G23a,G23b,G24a,G24b,G25a,G25b,G26a,G26b,G27a,G27b,G28a,G28b,G29a,G29b,G30a,G30b,G31a,G31b,G32a,G32b,G33a,G33b,G34a,G34b,G35a,G35b,G36a,G36b,G37a,G37b,G38a,G38b,G39a,G39b,G40a,G40b,G41a,G41b
2.2.2.1.2,"Pianificatori, paesaggisti e specialisti del recupero e della conservazione del territorio",71.25,62.8571428571,56.25,52.8571428571,50,55,37.5,37.8571428571,51.25,44.2857142857,51.25,50,70,67.8571428571,66.25,62.8571428571,57.5,51.4285714286,71.25,64.2857142857,73.75,73.5714285714,73.75,70.7142857143,63.75,63.5714285714,66.25,70.7142857143,72.5,71.4285714286,10,12.1428571429,18.75,20.7142857143,13.75,13.5714285714,76.25,62.8571428571,6.25,7.1428571429,40,39.2857142857,6.25,7.8571214286,6.25,6.42855,56.25,56.4285714286,61.25,62.8571428571,62.5,58.5714285714,73.75,62.1428571429,72.5,70,16.25,19.2857142857,15,17.1428571429,42.5,42.8571428571,30,32.8571428571,63.75,62.8571428571,57.5,52.8571428571,32.5,38.5714285714,43.75,47.1428571429,41.25,45,57.5,58.5714285714,38.75,42.1428571429,25,27.8571428571,41.25,38.5714285714
2.2.2.2.0,Cartografi e fotogrammetristi,56.25,57.1428571429,50,42.8571428571,50,47.1428571429,46.25,42.8571428571,50,48.5714285714,47.5,49.2857142857,53.75,49.2857142857,75,65.7142857143,53.75,46.4285714286,70,62.8571428571,41.25,44.2857142857,73.75,63.5714285714,47.5,45,56.25,53.5714285714,66.25,58.5714285714,20,16.4285714286,38.75,41.4285714286,13.75,14.2857142857,83.75,67.1428571429,15,13.5714285714,30,25,5,4.9999785714,15,15,76.25,62.1428571429,63.75,55,61.25,52.8571428571,46.25,40,52.5,52.1428571429,10,9.2857142857,6.25,7.1428571429,17.5,15.7142857143,12.5,10,31.25,30.7142857143,25,24.2857142857,31.25,26.4285714286,27.5,23.5714285714,30,27.8571428571,42.5,40,22.5,19.2857142857,20,17.8571428571,30,32.1428571429
2.3.1.1.1,Biologi e professioni assimilate,79.347826087,73.2919254658,67.3913043478,65.2173913043,60.8695652174,58.3850931677,50,45.9627329193,51.0869565217,47.8260869565,58.6956521739,55.2795031056,41.3043478261,39.751552795,78.2608695652,74.5341614907,68.4782608696,62.1118012422,73.9130434783,70.1863354037,57.6086956522,50.9316770186,84.7826086957,78.881863354,71.7391304348,68.9440993789,73.9130434783,73.2919254658,73.9130434783,67.701863354,17.3913043478,16.7701863354,36.9565217391,36.0248447205,38.0434782609,36.0248447205,70.652173913,59.6273291925,4.347826087,3.7267080745,18.4782608696,16.7701863354,15.2173913043,15.5279503106,19.5652173913,16.149068323,72.8260869565,64.5962732919,72.8260869565,63.9751552795,77.1739130435,70.8074534161,80.4347826087,68.3229813665,77.1739130435,68.3229813665,39.1304347826,42.2360248447,2.1739130435,3.7267080745,32.6086956522,35.4037267081,25,28.5714285714,55.4347826087,52.1739130435,58.6956521739,50.9316770186,63.0434782609,56.5217391304,57.6086956522,52.7950310559,63.0434782609,53.4161490683,61.9565217391,59.0062111801,30.4347826087,31.6770186335,38.0434782609,36.0248447205,41.3043478261,39.1304347826
2.3.1.1.2,Biochimici,89.4736842105,77.4436090226,76.3157894737,70.6766917293,63.1578947368,58.6466165414,50,46.6165413534,53.9473684211,49.6240601504,50,46.6165413534,34.2105263158,33.8345864662,75,72.1804511278,76.3157894737,67.6691729323,78.9473684211,69.9248120301,68.4210526316,65.4135338346,77.6315789474,78.1954887218,64.4736842105,63.9097744361,67.1052631579,70.6766917293,71.0526315789,69.1729323308,6.5789473684,6.7668947368,28.9473684211,31.5789473684,25,28.5714285714,72.3684210526,55.6390977444,3.9473684211,5.2631353383,25,24.8120300752,3.9473684211,4.5112556391,3.9473684211,4.5112556391,63.1578947368,57.1428571429,65.7894736842,64.6616541353,69.7368421053,74.4360902256,60.5263157895,57.1428571429,68.4210526316,68.4210526316,23.6842105263,21.8045112782,15.7894736842,12.7819548872,28.9473684211,29.3233082707,15.7894736842,18.7969924812,60.5263157895,52.6315789474,55.2631578947,45.1127819549,59.2105263158,57.1428571429,43.4210526316,41.3533834586,59.2105263158,56.3909774436,53.9473684211,45.8646616541,10.5263157895,9.7744360902,31.5789473684,28.5714285714,46.0526315789,42.1052631579
2.3.1.1.3,Biofisici,92.6470588235,79.8319327731,58.8235294118,57.9831932773,51.4705882353,55.4621848739,36.7647058824,42.8571428571,61.7647058824,59.6638655462,42.6470588235,43.6974789916,30.8823529412,32.7731092437,86.7647058824,80.6722689076,89.7058823529,84.8739495798,77.9411764706,75.6302521008,80.8823529412,78.1512605042,82.3529411765,79.8319327731,69.1176470588,69.7478991597,67.6470588235,68.9075630252,69.1176470588,68.9075630252,10.2941176471,10.9243697479,29.4117647059,31.0924369748,23.5294117647,23.5294117647,79.4117647059,73.1092436975,0,0,33.8235294118,42.0168067227,10.2941176471,17.6470588235,19.1176470588,25.2100840336,54.4117647059,55.4621848739,67.6470588235,68.0672268908,63.2352941176,64.7058823529,63.2352941176,63.8655462185,54.4117647059,54.6218487395,27.9411764706,28.5714285714,5.8823529412,8.4033613445,19.1176470588,21.0084033613,17.6470588235,18.487394958,58.8235294118,57.9831932773,51.4705882353,52.9411764706,67.6470588235,67.2268907563,55.8823529412,58.8235294118,55.8823529412,54.6218487395,50,45.3781512605,17.6470588235,23.5294117647,30.8823529412,32.7731092437,39.7058823529,40.3361344538
2.3.1.1.4,Biotecnologi,77,71.4285714286,60,62.2857142857,58,58.2857142857,44,41.7142857143,54,57.1428571429,52,52.5714285714,66,62.2857142857,61,65.1428571429,58,55.4285714286,70,65.7142857143,58,58.8571428571,75,74.8571428571,62,61.7142857143,68,66.8571428571,74,71.4285714286,5,5.7142857143,35,45.1428571429,22,29.1428571429,57,41.7142857143,2,2.28568,30,31.4285714286,6,7.9999828571,7,8,60,61.1428571429,64,61.7142857143,77,72.5714285714,65,62.2857142857,71,65.1428571429,17,20.5714285714,15,16,23,26.8571428571,16,19.4285714286,59,56,52,48.5714285714,48,52.5714285714,40,37.7142857143,48,50.2857142857,47,52,26,26.2857142857,14,17.1428571429,33,35.4285714286
2.3.1.1.5,Botanici,75,67.6691729323,60.5263157895,63.1578947368,69.7368421053,60.9022556391,40.7894736842,36.0902255639,52.6315789474,48.1203007519,55.2631578947,48.8721804511,59.2105263158,51.8796992481,82.8947368421,77.4436090226,72.3684210526,69.1729323308,71.0526315789,63.1578947368,52.6315789474,52.6315789474,72.3684210526,68.4210526316,69.7368421053,67.6691729323,78.9473684211,67.6691729323,77.6315789474,69.9248120301,38.1578947368,39.0977443609,42.1052631579,44.3609022556,9.2105263158,10.5263157895,71.0526315789,67.6691729323,14.4736842105,12.7819548872,14.4736842105,13.5338345865,1.3157894737,1.5037593985,0,0,64.4736842105,62.4060150376,63.1578947368,59.3984962406,68.4210526316,63.9097744361,65.7894736842,66.1654135338,63.1578947368,62.4060150376,19.7368421053,20.3007518797,14.4736842105,13.5338345865,30.2631578947,27.8195488722,47.3684210526,44.3609022556,57.8947368421,54.1353383459,43.4210526316,42.1052631579,55.2631578947,52.6315789474,48.6842105263,49.6240601504,55.2631578947,54.8872180451,56.5789473684,54.1353383459,32.8947368421,33.8345864662,19.7368421053,19.5488721805,39.4736842105,39.8496240602
2.3.1.1.6,Zoologi,79.4117647059,71.4285714286,72.0588235294,69.7478991597,58.8235294118,57.1428571429,44.1176470588,42.8571428571,67.6470588235,66.3865546218,61.7647058824,57.1428571429,51.4705882353,49.5798319328,77.9411764706,77.3109243697,76.4705882353,72.268907563,69.1176470588,58.8235294118,67.6470588235,65.5462184874,83.8235294118,76.4704201681,66.1764705882,63.8655462185,72.0588235294,66.3865546218,73.5294117647,68.9075630252,44.1176470588,33.6134453782,50,46.218487395,14.7058823529,18.487394958,77.9411764706,54.6218487395,5.8823529412,7.5630252101,36.7647058824,32.7731092437,7.3529411765,10.9243697479,8.8235294118,13.4453781513,77.9411764706,66.3865546218,77.9411764706,68.9075630252,80.8823529412,67.2268907563,73.5294117647,67.2268907563,77.9411764706,67.2268907563,17.6470588235,12.6050420168,16.1764705882,14.2857142857,38.2352941176,44.5378151261,41.1764705882,39.4957983193,63.2352941176,52.9411764706,52.9411764706,42.0168067227,57.3529411765,51.2605042017,48.5294117647,43.6974789916,63.2352941176,57.9831932773,69.1176470588,63.025210084,41.1764705882,44.5378151261,20.5882352941,20.1680672269,48.5294117647,48.7394957983
2.3.1.1.7,Ecologi,88.0952380952,78.231292517,83.3333333333,78.2311564626,79.7619047619,76.8707482993,40.4761904762,40.8163265306,65.4761904762,60.5442176871,65.4761904762,60.5442176871,57.1428571429,54.4217687075,79.7619047619,74.8299319728,79.7619047619,70.0680272109,86.9047619048,74.8299319728,78.5714285714,72.7891156463,86.9047619048,79.5918367347,83.3333333333,74.1496598639,80.9523809524,75.5102040816,85.7142857143,76.1904761905,22.619047619,21.0884353741,26.1904761905,29.2517006803,20.2380952381,23.1292517007,86.9047619048,67.3468027211,7.1428571429,8.1632653061,34.5238095238,38.0952380952,9.5238095238,14.2857142857,7.1428571429,10.8843537415,71.4285714286,63.9455782313,85.7142857143,78.2311564626,85.7142857143,74.1496598639,84.5238095238,76.1904761905,75,70.7482993197,23.8095238095,20.4081632653,22.619047619,21.768707483,40.4761904762,40.8163265306,27.380952381,29.9319727891,66.6666666667,62.5850340136,69.0476190476,61.2244897959,63.0952380952,63.9455782313,48.8095238095,49.6598639456,53.5714285714,56.462585034,63.0952380952,69.387755102,32.1428571429,40.1360544218,40.4761904762,46.9387755102,48.8095238095,50.3401360544
2.3.1.2.1,Farmacologi,82.3529411765,73.1092436975,67.6470588235,63.025210084,73.5294117647,64.7058823529,48.5294117647,36.974789916,36.7647058824,37.8151260504,55.8823529412,53.781512605,72.0588235294,68.0672268908,76.4705882353,78.1512605042,76.4705882353,74.7899159664,83.8235294118,72.268907563,66.1764705882,68.0672268908,77.9411764706,74.7899159664,64.7058823529,58.8235294118,66.1764705882,66.3865546218,61.7647058824,61.3445378151,5.8823529412,7.5630252101,22.0588235294,21.0084033613,13.2352941176,13.4453781513,73.5294117647,55.4621848739,0,0,25,23.5294117647,2.9411764706,4.2016806723,2.9411764706,3.3613445378,55.8823529412,45.3781512605,66.1764705882,57.9831932773,82.3529411765,74.7899159664,72.0588235294,64.7058823529,79.4117647059,72.268907563,32.3529411765,29.4117647059,1.4705882353,1.6806722689,27.9411764706,31.9327731092,22.0588235294,20.1680672269,64.7058823529,61.3445378151,61.7647058824,58.8235294118,69.1176470588,65.5462184874,64.7058823529,63.025210084,67.6470588235,68.0672268908,63.2352941176,67.2268907563,19.1176470588,18.487394958,29.4117647059,33.6134453782,41.1764705882,36.974789916
2.3.1.2.2,Microbiologi,77.5,70.7142857143,63.75,62.8571428571,58.75,59.2857142857,46.25,37.8571428571,45,39.2857142857,55,46.4285714286,66.25,64.2857142857,75,75.7142857143,73.75,68.5714285714,71.25,62.1428571429,42.5,37.8571428571,73.75,71.4285714286,51.25,47.1428571429,60,52.1428571429,66.25,60,11.25,12.1428571429,38.75,42.1428571429,28.75,30,71.25,52.1428571429,2.5,2.8571214286,32.5,30,11.25,11.4285714286,6.25,6.42855,67.5,60.7142857143,75,66.4285714286,76.25,68.5714285714,66.25,61.4285714286,65,61.4285714286,33.75,37.1428571429,6.25,6.4285714286,36.25,34.2857142857,31.25,28.5714285714,62.5,54.2857142857,58.75,47.1428571429,50,43.5714285714,55,50,52.5,47.8571428571,61.25,57.1428571429,23.75,25.7142857143,13.75,14.2857142857,45,40.7142857143
2.3.1.3.0,Agronomi e forestali,71.5909090909,66.8831168831,50,51.9480519481,50,46.1038961039,26.1363636364,27.2727272727,48.8636363636,43.5064935065,55.6818181818,55.8441558442,51.1363636364,50.6493506494,62.5,63.6363636364,60.2272727273,56.4935064935,68.1818181818,66.2337662338,52.2727272727,55.1948051948,71.5909090909,68.1818181818,54.5454545455,57.7922077922,60.2272727273,59.0909090909,63.6363636364,62.987012987,21.5909090909,22.0779220779,19.3181818182,18.8311688312,9.0909090909,9.0909090909,71.5909090909,59.7402597403,10.2272727273,9.7402597403,46.5909090909,46.7532467532,1.1363636364,1.2987012987,1.1363636364,1.2987012987,47.7272727273,49.3506493506,59.0909090909,57.1428571429,47.7272727273,51.9480519481,63.6363636364,70.7792207792,71.5909090909,73.3766233766,11.3636363636,12.987012987,15.9090909091,16.8831168831,43.1818181818,52.5974025974,30.6818181818,31.8181818182,43.1818181818,50,35.2272727273,40.9090909091,34.0909090909,40.9090909091,35.2272727273,38.3116883117,31.8181818182,40.9090909091,61.3636363636,60.3896103896,29.5454545455,36.3636363636,15.9090909091,20.1298701299,35.2272727273,34.4155844156
2.3.1.4.0,Veterinari,73.1481481481,64.0211640212,56.4814814815,56.6137566138,45.3703703704,47.0899470899,33.3333333333,31.2169312169,36.1111111111,30.6878306878,44.4444444444,43.3862433862,39.8148148148,37.5661375661,40.7407407407,39.1534391534,50,43.3862433862,83.3333333333,70.3703703704,21.2962962963,25.3968253968,70.3703703704,61.3756613757,42.5925925926,39.1534391534,44.4444444444,41.2698412698,54.6296296296,52.9100529101,13.8888888889,14.8148148148,43.5185185185,46.0317460317,16.6666666667,18.5185185185,40.7407407407,36.5079365079,6.4814814815,5.8200899471,15.7407407407,13.7566137566,7.4074074074,6.3491904762,5.5555555556,4.7618888889,41.6666666667,36.5079365079,61.1111111111,52.380952381,51.8518518519,51.8518518519,59.2592592593,56.6137566138,67.5925925926,64.5502645503,73.1481481481,68.253968254,24.0740740741,24.3386243386,35.1851851852,34.3915343915,55.5555555556,48.6772486772,36.1111111111,36.5079365079,37.962962963,34.9206349206,26.8518518519,26.9841269841,30.5555555556,32.8042328042,28.7037037037,31.746031746,38.8888888889,36.5079365079,34.2592592593,33.8624338624,17.5925925926,19.5767195767,42.5925925926,38.6243386243
2.3.1.5.0,Farmacisti,68.75,67.1428571429,45,47.8571428571,32.5,35,37.5,40,46.25,38.5714285714,60,51.4285714286,56.25,52.1428571429,50,47.8571428571,35,33.5714285714,63.75,57.1428571429,35,40,53.75,54.2857142857,55,55,66.25,59.2857142857,62.5,63.5714285714,5,5,22.5,30.7142857143,7.5,10.7142857143,60,48.5714285714,2.5,1.4285714286,2.5,2.8571214286,1.25,1.4285714286,3.75,5,37.5,34.2857142857,45,41.4285714286,60,59.2857142857,66.25,66.4285714286,66.25,62.8571428571,82.5,79.2855714286,53.75,55.7142857143,51.25,51.4285714286,76.25,67.8571428571,66.25,61.4285714286,55,47.8571428571,52.5,47.8571428571,47.5,46.4285714286,52.5,51.4285714286,51.25,50,52.5,52.8571428571,30,33.5714285714,50,55
2.4.1.1.0,Medici di medicina generale,78.75,67.8571428571,61.25,60,42.5,44.2857142857,22.5,24.2857142857,35,36.4285714286,52.5,56.4285714286,52.5,50,53.75,53.5714285714,53.75,52.8571428571,76.25,70,25,26.4285714286,75,66.4285714286,53.75,52.1428571429,43.75,43.5714285714,52.5,50.7142857143,12.5,15,27.5,35.7142857143,13.75,16.4285714286,72.5,57.1428571429,12.5,7.1428571429,6.25,7.1428571429,3.75,4.2857142857,12.5,11.4285714286,63.75,54.2857142857,65,51.4285714286,40,37.8571428571,57.5,50,65,55.7142857143,98.75,85,13.75,17.8571428571,37.5,37.8571428571,53.75,46.4285714286,20,19.2857142857,17.5,15.7142857143,25,23.5714285714,11.25,12.1428571429,31.25,28.5714285714,41.25,42.8571428571,36.25,35,5,5,47.5,47.1428571429
2.4.1.2.0,Specialisti in terapie mediche,77.2727272727,70.1298701299,55.6818181818,57.1428571429,35.2272727273,31.1688311688,22.7272727273,25.974025974,25,25.974025974,44.3181818182,40.2597402597,48.8636363636,41.5584415584,54.5454545455,52.5974025974,67.0454545455,61.6883116883,81.8181818182,71.4285714286,51.1363636364,50,81.8181818182,71.4285714286,56.8181818182,53.8961038961,56.8181818182,50,62.5,57.7922077922,9.0909090909,8.4415584416,13.6363636364,13.6363636364,5.6818181818,7.7921883117,59.0909090909,50,0,0,4.5454545455,5.1947662338,0,0,0,0,52.2727272727,42.2077922078,64.7727272727,53.2467532468,71.5909090909,62.987012987,71.5909090909,61.038961039,65.9090909091,61.038961039,97.7272727273,87.012987013,0,0,32.9545454545,32.4675324675,54.5454545455,50.6493506494,62.5,59.0909090909,50,49.3506493506,43.1818181818,41.5584415584,44.3181818182,44.8051948052,47.7272727273,50.6493506494,63.6363636364,62.987012987,30.6818181818,31.1688311688,6.8181818182,8.441538961,32.9545454545,33.7662337662
2.4.1.3.0,Specialisti in terapie chirurgiche,79.7619047619,65.9863945578,60.7142857143,63.2653061224,54.7619047619,60.5442176871,42.8571428571,44.2176870748,38.0952380952,40.1360544218,50,46.9387755102,57.1428571429,52.380952381,59.5238095238,57.8231292517,59.5238095238,57.8231292517,83.3333333333,80.2721088435,34.5238095238,39.4557823129,82.1428571429,78.231292517,63.0952380952,57.1428571429,53.5714285714,57.1428571429,66.6666666667,65.9863945578,23.8095238095,21.0884353741,55.9523809524,54.4217687075,17.8571428571,21.0884353741,55.9523809524,52.380952381,0,0,14.2857142857,17.6870748299,0,0,0,0,61.9047619048,57.8231292517,69.0476190476,62.5850340136,77.380952381,72.7891156463,72.619047619,71.4285714286,71.4285714286,70.0680272109,94.0476190476,89.1156462585,2.380952381,2.7210884354,39.2857142857,42.8571428571,41.6666666667,42.1768707483,67.8571428571,68.7074829932,58.3333333333,59.8639455782,51.1904761905,57.8231292517,55.9523809524,61.2244897959,58.3333333333,58.5034013605,63.0952380952,63.2653061224,22.619047619,23.1292517007,2.380952381,2.0408163265,33.3333333333,32.6530612245
2.4.1.4.0,Laboratoristi e patologi clinici,75,68.253968254,44.4444444444,49.2063492063,52.7777777778,49.2063492063,41.6666666667,41.2698412698,52.7777777778,46.0317460317,58.3333333333,60.3174603175,69.4444444444,61.9047619048,63.8888888889,69.8412698413,63.8888888889,65.0793650794,75,68.253968254,33.3333333333,41.2698412698,66.6666666667,61.9047619048,66.6666666667,53.9682539683,72.2222222222,65.0793650794,69.4444444444,65.0793650794,11.1111111111,9.5238095238,33.3333333333,30.1587301587,30.5555555556,26.9841269841,69.4444444444,55.5555555556,0,0,27.7777777778,20.6349206349,0,0,0,0,66.6666666667,53.9682539683,63.8888888889,65.0793650794,75,66.6666666667,50,46.0317460317,66.6666666667,61.9047619048,33.3333333333,47.619047619,0,0,36.1111111111,39.6825396825,27.7777777778,34.9206349206,75,61.9047619048,66.6666666667,60.3174603175,66.6666666667,60.3174603175,69.4444444444,61.9047619048,63.8888888889,57.1428571429,63.8888888889,55.5555555556,30.5555555556,34.9206349206,8.3333333333,12.6984126984,47.2222222222,47.619047619
2.4.1.5.0,Dentisti e odontostomatologi,71.4285714286,59.8639455782,55.9523809524,50.3401360544,42.8571428571,46.9387755102,53.5714285714,48.9795918367,42.8571428571,36.0544217687,52.380952381,42.8571428571,42.8571428571,39.4557823129,39.2857142857,40.8163265306,41.6666666667,36.7346938776,79.7619047619,68.0272108844,35.7142857143,30.612244898,82.1428571429,66.6666666667,44.0476190476,42.8571428571,60.7142857143,51.7006802721,64.2857142857,58.5034013605,15.4761904762,15.6462585034,67.8571428571,65.306122449,28.5714285714,33.3333333333,33.3333333333,31.2925170068,1.1904761905,1.3605238095,23.8095238095,21.0884353741,4.7619047619,6.8027210884,2.380952381,2.7210884354,52.380952381,47.619047619,63.0952380952,52.380952381,45.2380952381,44.8979591837,60.7142857143,53.7414965986,77.380952381,65.306122449,86.9047619048,76.8706122449,14.2857142857,11.5646258503,39.2857142857,37.4149659864,38.0952380952,30.612244898,54.7619047619,46.2585034014,40.4761904762,34.0136054422,34.5238095238,37.4149659864,51.1904761905,41.4965986395,48.8095238095,44.2176870748,48.8095238095,46.9387755102,39.2857142857,42.1768707483,28.5714285714,29.9319727891,51.1904761905,49.6598639456
2.4.1.6.0,Specialisti in diagnostica per immagini e radioterapia,77.7777777778,70.6349206349,68.0555555556,59.5238095238,59.7222222222,54.7619047619,41.6666666667,34.126984127,40.2777777778,39.6825396825,50,45.2380952381,63.8888888889,57.9365079365,72.2222222222,63.4920634921,73.6111111111,62.6984126984,72.2222222222,65.873015873,38.8888888889,37.3015873016,87.5,71.4285714286,56.9444444444,47.619047619,69.4444444444,59.5238095238,73.6111111111,62.6984126984,6.9444444444,8.7301349206,25,24.6031746032,30.5555555556,32.5396825397,76.3888888889,59.5238095238,2.7777777778,3.1745793651,19.4444444444,20.6349206349,2.7777777778,2.3809285714,2.7777777778,3.1745555556,70.8333333333,61.1111111111,73.6111111111,63.4920634921,77.7777777778,65.873015873,72.2222222222,63.4920634921,69.4444444444,60.3174603175,93.0555555556,82.5396825397,4.1666666667,4.7618571429,47.2222222222,46.8253968254,54.1666666667,48.4126984127,73.6111111111,62.6984126984,63.8888888889,57.9365079365,55.5555555556,52.380952381,68.0555555556,61.9047619048,58.3333333333,50.7936507937,70.8333333333,62.6984126984,25,23.0158730159,19.4444444444,17.4603174603,37.5,34.126984127
