up_new,Descrizione,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
6.2.1.5.0,Attrezzatori e montatori di cavi metallici per uso industriale e di trasporto,76.3888888889,68.0555555556,83.3333333333,58.3333333333,77.7777777778,54.1666666667,72.2222222222,79.1666666667,68.0555555556,65.2777777778,61.1111111111,79.1666666667,86.1111111111,77.7777777778,76.3888888889,76.6666666667,76.6666666667,70,62.5,51.6666666667,68.0555555556
6.2.1.6.0,Sommozzatori e lavoratori subacquei,83.8235294118,83.8235294118,75,38.2352941176,77.9411764706,50,47.0588235294,61.7647058824,61.7647058824,52.9411764706,60.2941176471,67.6470588235,73.5294117647,75,77.9411764706,87.5,82.5,80,69.1176470588,42.5,50
6.2.1.7.0,Saldatori elettrici e a norme ASME,81.25,70.3125,79.6875,68.75,67.1875,62.5,57.8125,73.4375,62.5,65.625,71.875,79.6875,81.25,73.4375,73.4375,77.5,85,77.5,78.125,57.5,60.9375
6.2.1.8.1,Carrozzieri,76.1904761905,71.4285714286,82.1428571429,59.5238095238,73.8095238095,52.380952381,52.380952381,61.9047619048,48.8095238095,52.380952381,57.1428571429,60.7142857143,72.619047619,64.2857142857,69.0476190476,75,100,75,63.0952380952,75,72.619047619
6.2.1.8.2,Stampatori e piegatori di lamiere,68.75,69.6428571429,77.6785714286,53.5714285714,56.25,58.0357142857,66.0714285714,71.4285714286,55.3571428571,61.6071428571,51.7857142857,60.7142857143,72.3214285714,55.3571428571,71.4285714286,75,78.75,60,61.6071428571,55,47.3214285714
6.2.2.1.1,Fabbri,79.7619047619,69.0476190476,84.5238095238,72.619047619,73.8095238095,44.0476190476,50,64.2857142857,55.9523809524,57.1428571429,58.3333333333,58.3333333333,72.619047619,65.4761904762,75,68.75,75,62.5,79.7619047619,50,82.1428571429
6.2.2.1.2,Fucinatori e forgiatori,75,68.75,77.5,63.75,61.25,66.25,65,76.25,43.75,65,43.75,62.5,73.75,53.75,66.25,76.5625,73.4375,64.0625,51.25,53.125,51.25
6.2.2.2.0,"Costruttori di utensili, modellatori e tracciatori meccanici",79.1666666667,79.1666666667,81.9444444444,72.2222222222,76.3888888889,62.5,65.2777777778,75,55.5555555556,70.8333333333,58.3333333333,75,75,59.7222222222,75,80.3571428571,78.5714285714,64.2857142857,73.6111111111,69.6428571429,70.8333333333
6.2.2.3.1,Attrezzisti di macchine utensili,71.5909090909,68.1818181818,78.4090909091,67.0454545455,55.6818181818,54.5454545455,65.9090909091,72.7272727273,52.2727272727,60.2272727273,52.2727272727,65.9090909091,69.3181818182,61.3636363636,71.5909090909,71.25,67.5,66.25,62.5,43.75,50
6.2.2.3.2,Aggiustatori meccanici,77.380952381,64.2857142857,72.619047619,73.8095238095,65.4761904762,61.9047619048,58.3333333333,69.0476190476,61.9047619048,53.5714285714,60.7142857143,66.6666666667,75,60.7142857143,75,68.0555555556,72.2222222222,65.2777777778,66.6666666667,51.3888888889,55.9523809524
6.2.3.1.1,Meccanici motoristi e riparatori di veicoli a motore,73.75,66.25,83.75,71.25,70,42.5,67.5,68.75,43.75,51.25,55,65,72.5,61.25,75,75,83.3333333333,75,77.5,75,86.25
6.2.3.1.2,Gommisti,84.5238095238,71.4285714286,79.7619047619,76.1904761905,52.380952381,46.4285714286,57.1428571429,65.4761904762,42.8571428571,51.1904761905,66.6666666667,61.9047619048,75,76.1904761905,77.380952381,66.6666666667,75,66.6666666667,52.380952381,58.3333333333,72.619047619
6.2.3.1.3,Meccanici di biciclette e veicoli assimilati,73.8095238095,64.2857142857,78.5714285714,77.380952381,69.0476190476,36.9047619048,54.7619047619,69.0476190476,39.2857142857,55.9523809524,48.8095238095,69.0476190476,67.8571428571,65.4761904762,77.380952381,75,75,58.3333333333,72.619047619,62.5,78.5714285714
6.2.3.2.0,"Meccanici, riparatori e manutentori di aerei",98.3333333333,78.3333333333,88.3333333333,46.6666666667,43.3333333333,38.3333333333,83.3333333333,83.3333333333,80,70,51.6666666667,80,76.6666666667,70,83.3333333333,66.6666666667,76.6666666667,75,43.3333333333,41.6666666667,40
6.2.3.3.1,Riparatori e manutentori di macchinari e impianti industriali,89.7727272727,80.6818181818,80.6818181818,64.7727272727,77.2727272727,59.0909090909,59.0909090909,76.1363636364,61.3636363636,67.0454545455,59.0909090909,64.7727272727,77.2727272727,62.5,71.5909090909,90,75,90,67.0454545455,35,70.4545454545
6.2.3.3.2,Installatori e montatori di macchinari e impianti industriali,79.7619047619,73.8095238095,75,63.0952380952,71.4285714286,48.8095238095,58.3333333333,71.4285714286,50,59.5238095238,65.4761904762,70.2380952381,67.8571428571,64.2857142857,76.1904761905,79.5454545455,77.2727272727,68.1818181818,69.0476190476,61.3636363636,69.0476190476
6.2.3.4.1,Frigoristi industriali,83.75,77.5,92.5,70,77.5,57.5,62.5,71.25,43.75,65,73.75,68.75,72.5,76.25,76.25,75,75,75,70,75,75
6.2.3.4.2,Frigoristi navali,78.9473684211,73.6842105263,76.3157894737,61.8421052632,65.7894736842,44.7368421053,53.9473684211,64.4736842105,59.2105263158,60.5263157895,57.8947368421,64.4736842105,64.4736842105,61.8421052632,65.7894736842,82.6923076923,73.0769230769,73.0769230769,67.1052631579,59.6153846154,72.3684210526
6.2.3.5.1,Riparatori e manutentori di apparecchi e impianti termoidraulici industriali,89.2857142857,82.1428571429,89.2857142857,67.8571428571,78.5714285714,71.4285714286,71.4285714286,71.4285714286,78.5714285714,82.1428571429,71.4285714286,85.7142857143,82.1428571429,71.4285714286,78.5714285714,93.75,87.5,75,71.4285714286,68.75,82.1428571429
6.2.3.5.2,Installatori e montatori di apparecchi e impianti termoidraulici industriali,83.8235294118,75,77.9411764706,60.2941176471,73.5294117647,66.1764705882,66.1764705882,75,63.2352941176,60.2941176471,70.5882352941,63.2352941176,70.5882352941,76.4705882353,77.9411764706,87.5,81.25,81.25,69.1176470588,50,63.2352941176
6.2.3.6.0,Meccanici collaudatori,75,72.5,77.5,63.75,67.5,58.75,65,75,63.75,62.5,70,75,71.25,77.5,73.75,73.6842105263,72.3684210526,67.1052631579,72.5,55.2631578947,65
6.2.3.7.0,Verniciatori artigianali ed industriali,81.25,75,81.25,67.5,73.75,53.75,55,65,43.75,56.25,53.75,66.25,73.75,70,76.25,70,55,45,71.25,65,76.25
6.2.3.8.1,Attrezzisti navali,83.8235294118,82.3529411765,77.9411764706,64.7058823529,58.8235294118,55.8823529412,44.1176470588,72.0588235294,61.7647058824,69.1176470588,64.7058823529,72.0588235294,73.5294117647,66.1764705882,66.1764705882,68.1818181818,75,68.1818181818,67.6470588235,63.6363636364,58.8235294118
6.2.3.8.2,Meccanici e motoristi navali,80.2631578947,77.6315789474,84.2105263158,63.1578947368,55.2631578947,50,65.7894736842,67.1052631579,67.1052631579,57.8947368421,55.2631578947,59.2105263158,69.7368421053,69.7368421053,76.3157894737,61.1111111111,58.3333333333,61.1111111111,46.0526315789,45.8333333333,50
6.2.4.1.1,Installatori e riparatori di impianti elettrici industriali,75,72.0588235294,76.4705882353,64.7058823529,69.1176470588,51.4705882353,58.8235294118,73.5294117647,52.9411764706,63.2352941176,64.7058823529,67.6470588235,70.5882352941,64.7058823529,69.1176470588,79.1666666667,79.1666666667,58.3333333333,73.5294117647,58.3333333333,69.1176470588
6.2.4.1.2,Riparatori di apparecchi elettrici e di elettrodomestici,78.5714285714,66.6666666667,82.1428571429,77.380952381,63.0952380952,41.6666666667,51.1904761905,60.7142857143,42.8571428571,63.0952380952,54.7619047619,66.6666666667,64.2857142857,75,75,75,75,75,58.3333333333,25,80.9523809524
6.2.4.1.3,Elettromeccanici,75,66.1764705882,79.4117647059,61.7647058824,66.1764705882,45.5882352941,58.8235294118,70.5882352941,55.8823529412,63.2352941176,64.7058823529,66.1764705882,70.5882352941,69.1176470588,72.0588235294,75,70.8333333333,75,75,45.8333333333,72.0588235294
6.2.4.1.4,Installatori e riparatori di apparati di produzione e conservazione dell'energia elettrica,77.2727272727,78.4090909091,85.2272727273,53.4090909091,71.5909090909,72.7272727273,81.8181818182,78.4090909091,72.7272727273,67.0454545455,60.2272727273,68.1818181818,77.2727272727,68.1818181818,78.4090909091,79.5454545455,79.5454545455,78.4090909091,76.1363636364,56.8181818182,53.4090909091
6.2.4.1.5,Elettrauto,79.7619047619,77.380952381,80.9523809524,63.0952380952,73.8095238095,46.4285714286,54.7619047619,65.4761904762,45.2380952381,55.9523809524,52.380952381,61.9047619048,65.4761904762,63.0952380952,73.8095238095,75,75,100,67.8571428571,75,72.619047619
6.2.4.2.0,Manutentori e riparatori di apparati elettronici industriali,81.25,78.125,82.8125,64.0625,75,57.8125,56.25,75,62.5,64.0625,67.1875,62.5,65.625,76.5625,75,75,70,65,73.4375,65,78.125
6.2.4.3.0,Riparatori di apparecchi radio televisivi,84.5238095238,66.6666666667,76.1904761905,83.3333333333,72.619047619,34.5238095238,41.6666666667,64.2857142857,32.1428571429,52.380952381,48.8095238095,53.5714285714,63.0952380952,75,76.1904761905,,,,75,,78.5714285714
6.2.4.4.0,Installatori e riparatori di apparati di telecomunicazione,83.3333333333,68.0555555556,81.9444444444,79.1666666667,63.8888888889,45.8333333333,43.0555555556,76.3888888889,48.6111111111,62.5,56.9444444444,72.2222222222,70.8333333333,70.8333333333,79.1666666667,81.25,81.25,75,63.8888888889,56.25,72.2222222222
6.2.4.5.0,"Installatori, manutentori e riparatori di linee elettriche, cavisti",75,77.380952381,82.1428571429,55.9523809524,76.1904761905,65.4761904762,78.5714285714,73.8095238095,63.0952380952,58.3333333333,64.2857142857,76.1904761905,76.1904761905,73.8095238095,79.7619047619,73.8095238095,76.1904761905,77.380952381,48.8095238095,53.5714285714,50
6.2.4.6.0,"Installatori, manutentori e riparatori di apparecchiature informatiche",81.8181818182,72.7272727273,80.6818181818,68.1818181818,73.8636363636,40.9090909091,46.5909090909,65.9090909091,45.4545454545,55.6818181818,62.5,64.7727272727,73.8636363636,75,76.1363636364,67.8571428571,78.5714285714,71.4285714286,76.1363636364,57.1428571429,80.6818181818
6.3.1.1.0,Meccanici di precisione,80,73.3333333333,78.3333333333,65,71.6666666667,60,71.6666666667,76.6666666667,73.3333333333,73.3333333333,70,70,65,55,66.6666666667,77.5,67.5,67.5,60,47.5,60
