up_new,Descrizione,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
2.5.4.5.2,Bibliotecari,70.652173913,71.7391304348,65.2173913043,51.0869565217,53.2608695652,31.5217391304,50,71.7391304348,56.5217391304,52.1739130435,68.4782608696,66.3043478261,70.652173913,75,77.1739130435,69.0476190476,69.0476190476,57.1428571429,61.9565217391,65.4761904762,68.4782608696
2.5.4.5.3,Curatori e conservatori di musei,83,82,87,63,78,23,62,76,49,46,70,76,78,76,87,61.25,62.5,43.75,75,66.25,64
2.5.5.1.1,Pittori e scultori,91.25,85,73.75,80,60,32.5,23.75,70,45,47.5,40,65,56.25,60,77.5,,,,85,,85
2.5.5.1.2,Disegnatori artistici e illustratori,76.4705882353,75,73.5294117647,69.1176470588,64.7058823529,35.2941176471,38.2352941176,72.0588235294,52.9411764706,58.8235294118,55.8823529412,61.7647058824,67.6470588235,70.5882352941,70.5882352941,75,78.5714285714,75,80.8823529412,57.1428571429,67.6470588235
2.5.5.1.3,Disegnatori di moda,80.8823529412,85.2941176471,88.2352941176,67.6470588235,76.4705882353,51.4705882353,32.3529411765,69.1176470588,60.2941176471,58.8235294118,66.1764705882,77.9411764706,63.2352941176,73.5294117647,72.0588235294,65.625,68.75,59.375,88.2352941176,53.125,69.1176470588
2.5.5.1.4,Creatori artistici a fini commerciali (esclusa la moda),88.75,87.5,90,63.75,80,43.75,41.25,71.25,70,60,65,65,73.75,68.75,62.5,75,75,67.8571428571,80,64.2857142857,68.75
2.5.5.1.5,Restauratori di beni culturali,94.5652173913,81.5217391304,84.7826086957,70.652173913,68.4782608696,25,26.0869565217,65.2173913043,32.6086956522,44.5652173913,66.3043478261,71.7391304348,70.652173913,61.9565217391,80.4347826087,75,75,50,79.347826087,50,78.2608695652
2.5.5.2.1,Registi,83.75,93.75,77.5,46.25,66.25,22.5,10,67.5,51.25,53.75,91.25,76.25,67.5,83.75,70,71.4285714286,71.4285714286,60.7142857143,91.25,75,83.75
2.5.5.2.2,Attori,85,78.75,76.25,50,62.5,35,21.25,68.75,62.5,55,40,68.75,67.5,75,72.5,69.4444444444,75,72.2222222222,85,44.4444444444,61.25
2.5.5.2.3,Direttori artistici,81.5217391304,77.1739130435,79.347826087,55.4347826087,81.5217391304,33.6956521739,23.9130434783,70.652173913,58.6956521739,50,82.6086956522,73.9130434783,71.7391304348,81.5217391304,78.2608695652,82.1428571429,67.8571428571,42.8571428571,86.9565217391,71.4285714286,81.5217391304
2.5.5.2.4,Sceneggiatori,86.1111111111,77.7777777778,69.4444444444,75,69.4444444444,22.2222222222,11.1111111111,72.2222222222,58.3333333333,52.7777777778,63.8888888889,66.6666666667,66.6666666667,75,80.5555555556,,,,80.5555555556,,77.7777777778
2.5.5.2.5,Scenografi,80,70,66.25,45,72.5,38.75,11.25,55,61.25,46.25,80,62.5,67.5,68.75,66.25,60,57.5,55,82.5,57.5,61.25
2.5.5.3.1,Coreografi,86.1111111111,79.1666666667,72.2222222222,61.1111111111,72.2222222222,20.8333333333,13.8888888889,61.1111111111,51.3888888889,48.6111111111,84.7222222222,73.6111111111,73.6111111111,76.3888888889,79.1666666667,75,67.8571428571,60.7142857143,83.3333333333,71.4285714286,70.8333333333
2.5.5.3.2,Ballerini,83.8235294118,83.8235294118,69.1176470588,60.2941176471,47.0588235294,23.5294117647,17.6470588235,50,63.2352941176,39.7058823529,44.1176470588,55.8823529412,57.3529411765,67.6470588235,66.1764705882,58.3333333333,66.6666666667,69.4444444444,77.9411764706,44.4444444444,61.7647058824
2.5.5.4.1,Compositori,93.0555555556,79.1666666667,66.6666666667,80.5555555556,80.5555555556,26.3888888889,25,68.0555555556,48.6111111111,54.1666666667,56.9444444444,75,70.8333333333,75,84.7222222222,58.3333333333,50,25,94.4444444444,58.3333333333,86.1111111111
2.5.5.4.2,Direttori d'orchestra e coro,82.1428571429,88.0952380952,65.4761904762,60.7142857143,58.3333333333,47.619047619,23.8095238095,70.2380952381,63.0952380952,53.5714285714,91.6666666667,80.9523809524,60.7142857143,72.619047619,76.1904761905,85,50,45,84.5238095238,65,73.8095238095
2.5.5.4.3,Strumentisti,86.7647058824,77.9411764706,76.4705882353,67.6470588235,60.2941176471,27.9411764706,11.7647058824,60.2941176471,51.4705882353,47.0588235294,51.4705882353,50,69.1176470588,75,80.8823529412,50,50,50,76.4705882353,50,70.5882352941
2.5.5.4.4,Cantanti,86.8421052632,75,67.1052631579,73.6842105263,51.3157894737,23.6842105263,17.1052631579,60.5263157895,59.2105263158,36.8421052632,30.2631578947,63.1578947368,59.2105263158,73.6842105263,73.6842105263,55.5555555556,52.7777777778,47.2222222222,59.2105263158,52.7777777778,55.2631578947
2.5.5.5.1,Artisti delle forme di cultura popolare,89.4736842105,86.8421052632,76.3157894737,72.3684210526,68.4210526316,30.2631578947,23.6842105263,61.8421052632,44.7368421053,50,47.3684210526,56.5789473684,71.0526315789,84.2105263158,88.1578947368,58.3333333333,50,50,93.4210526316,66.6666666667,89.4736842105
2.5.5.5.2,Artisti di varietà,84.0909090909,81.8181818182,63.6363636364,81.8181818182,75,40.9090909091,22.7272727273,61.3636363636,52.2727272727,59.0909090909,54.5454545455,65.9090909091,65.9090909091,75,79.5454545455,,,,95.4545454545,,93.1818181818
2.5.5.5.3,Acrobati e artisti circensi,86.3636363636,80.6818181818,76.1363636364,65.9090909091,75,37.5,32.9545454545,72.7272727273,48.8636363636,59.0909090909,57.9545454545,57.9545454545,59.0909090909,75,79.5454545455,55.5555555556,61.1111111111,61.1111111111,77.2727272727,56.9444444444,60.2272727273
2.5.6.1.0,Specialisti in discipline religiose e teologiche,83.75,86.25,91.25,40,71.25,37.5,81.25,78.75,42.5,63.75,75,71.25,80,97.5,98.75,85.9375,82.8125,75,80,67.1875,61.25
2.6.1.1.1,Docenti universitari in scienze matematiche e dell'informazione,84.7826086957,82.6086956522,88.0434782609,68.4782608696,78.2608695652,68.4782608696,82.6086956522,80.4347826087,63.0434782609,59.7826086957,64.1304347826,75,65.2173913043,79.347826087,83.6956521739,67.0454545455,51.1363636364,48.8636363636,91.3043478261,84.0909090909,82.6086956522
2.6.1.1.2,Docenti universitari in scienze fisiche,85.5263157895,84.2105263158,88.1578947368,64.4736842105,76.3157894737,55.2631578947,88.1578947368,80.2631578947,56.5789473684,57.8947368421,76.3157894737,73.6842105263,72.3684210526,73.6842105263,85.5263157895,69.7368421053,55.2631578947,44.7368421053,90.7894736842,89.4736842105,90.7894736842
2.6.1.1.3,Docenti universitari in scienze chimiche e farmaceutiche,84.0909090909,79.5454545455,94.3181818182,57.9545454545,79.5454545455,64.7727272727,82.9545454545,69.3181818182,53.4090909091,59.0909090909,82.9545454545,73.8636363636,65.9090909091,82.9545454545,87.5,62.5,48.8636363636,40.9090909091,86.3636363636,82.9545454545,87.5
2.6.1.1.4,Docenti universitari in scienze della terra,86.25,85,93.75,66.25,83.75,61.25,87.5,75,60,60,77.5,77.5,63.75,81.25,80,70,56.25,45,86.25,82.5,81.25
2.6.1.2.1,Docenti universitari in scienze biologiche,83.75,83.75,93.75,65,85,53.75,82.5,83.75,65,63.75,81.25,75,66.25,83.75,86.25,73.6842105263,57.8947368421,52.6315789474,95,92.1052631579,91.25
2.6.1.2.2,"Docenti universitari in scienze agrarie, zootecniche e della produzione animale",86.1111111111,77.7777777778,90.7407407407,53.7037037037,80.5555555556,54.6296296296,87.962962963,74.0740740741,49.0740740741,53.7037037037,79.6296296296,70.3703703704,66.6666666667,87.037037037,86.1111111111,59.2592592593,50.9259259259,37.037037037,80.5555555556,82.4074074074,81.4814814815
2.6.1.2.3,Docenti universitari in scienze mediche,87.5,84.0909090909,95.4545454545,59.0909090909,86.3636363636,43.1818181818,84.0909090909,61.3636363636,65.9090909091,48.8636363636,82.9545454545,77.2727272727,73.8636363636,89.7727272727,89.7727272727,62.5,50,42.0454545455,77.2727272727,73.8636363636,77.2727272727
2.6.1.3.1,Docenti universitari in scienze ingegneristiche civili e dell’architettura,82.1428571429,77.380952381,79.7619047619,72.619047619,76.1904761905,51.1904761905,79.7619047619,78.5714285714,67.8571428571,59.5238095238,69.0476190476,65.4761904762,60.7142857143,79.7619047619,88.0952380952,65.4761904762,60.7142857143,53.5714285714,76.1904761905,77.380952381,80.9523809524
2.6.1.3.2,Docenti universitari in scienze ingegneristiche industriali e dell’informazione,85,91,88,66,80,57,86,80,51,65,80,78,74,80,87,67,60,44,93,88,91
2.6.1.4.0,"Docenti universitari in scienze dell'antichità, filologico-letterarie e storico-artistiche",82.6086956522,83.6956521739,94.5652173913,67.3913043478,69.5652173913,54.347826087,84.7826086957,59.7826086957,63.0434782609,57.6086956522,75,69.5652173913,60.8695652174,83.6956521739,82.6086956522,70.652173913,57.6086956522,53.2608695652,86.9565217391,75,80.4347826087
2.6.1.5.1,Docenti universitari in scienze storiche e filosofiche,90.9090909091,80.6818181818,90.9090909091,80.6818181818,77.2727272727,59.0909090909,89.7727272727,71.5909090909,64.7727272727,55.6818181818,71.5909090909,70.4545454545,64.7727272727,84.0909090909,85.2272727273,68.1818181818,52.2727272727,43.1818181818,88.6363636364,87.5,88.6363636364
2.6.1.5.2,Docenti universitari in scienze pedagogiche e psicologiche,89.2857142857,77.380952381,90.4761904762,66.6666666667,82.1428571429,48.8095238095,82.1428571429,64.2857142857,65.4761904762,47.619047619,64.2857142857,67.8571428571,63.0952380952,77.380952381,86.9047619048,57.1428571429,50,44.0476190476,92.8571428571,85.7142857143,85.7142857143
2.6.1.6.0,Docenti universitari in scienze economiche e statistiche,87.037037037,83.3333333333,79.6296296296,61.1111111111,77.7777777778,48.1481481481,87.962962963,75.9259259259,66.6666666667,59.2592592593,55.5555555556,75.9259259259,62.037037037,74.0740740741,78.7037037037,67.5925925926,51.8518518519,37.962962963,87.962962963,84.2592592593,83.3333333333
2.6.1.7.1,Docenti universitari in scienze giuridiche,86.3636363636,84.0909090909,82.9545454545,67.0454545455,80.6818181818,36.3636363636,82.9545454545,70.4545454545,67.0454545455,60.2272727273,79.5454545455,72.7272727273,63.6363636364,86.3636363636,81.8181818182,70.4545454545,63.6363636364,59.0909090909,89.7727272727,80.6818181818,88.6363636364
2.6.1.7.2,Docenti universitari in scienze politiche e sociali,85,90,90,75,85,52.5,93.75,72.5,60,56.25,61.25,77.5,60,83.75,91.25,68.75,57.5,46.25,91.25,88.75,82.5
2.6.2.1.1,Ricercatori e tecnici laureati nelle scienze matematiche e dell’informazione,90,83.75,91.25,70,75,46.25,82.5,76.25,51.25,52.5,60,70,70,73.75,85,66.25,67.5,56.25,88.75,78.75,77.5
2.6.2.1.2,Ricercatori e tecnici laureati nelle scienze fisiche,84.7826086957,72.8260869565,91.3043478261,52.1739130435,78.2608695652,29.347826087,76.0869565217,75,58.6956521739,51.0869565217,71.7391304348,68.4782608696,71.7391304348,77.1739130435,80.4347826087,59.7826086957,58.6956521739,60.8695652174,90.2173913043,73.9130434783,79.347826087
2.6.2.1.3,Ricercatori e tecnici laureati nelle scienze chimiche e farmaceutiche,78.125,69.7916666667,92.7083333333,57.2916666667,84.375,40.625,62.5,67.7083333333,56.25,47.9166666667,76.0416666667,66.6666666667,68.75,82.2916666667,83.3333333333,61.4583333333,66.6666666667,57.2916666667,85.4166666667,76.0416666667,81.25
2.6.2.1.4,Ricercatori e tecnici laureati nelle scienze della terra,79.7619047619,77.380952381,85.7142857143,67.8571428571,77.380952381,45.2380952381,78.5714285714,67.8571428571,55.9523809524,58.3333333333,65.4761904762,73.8095238095,75,80.9523809524,86.9047619048,70.2380952381,53.5714285714,42.8571428571,77.380952381,71.4285714286,76.1904761905
2.6.2.2.1,Ricercatori e tecnici laureati nelle scienze biologiche,77.5,66.25,86.25,58.75,78.75,43.75,75,66.25,53.75,42.5,68.75,58.75,65,77.5,81.25,51.25,53.75,50,73.75,73.75,73.75
2.6.2.2.2,"Ricercatori e tecnici laureati nelle scienze agrarie, zootecniche e della produzione animale",83.6538461538,76.9230769231,89.4230769231,67.3076923077,82.6923076923,45.1923076923,83.6538461538,73.0769230769,52.8846153846,50,74.0384615385,70.1923076923,73.0769230769,77.8846153846,84.6153846154,63.4615384615,58.6538461538,50,87.5,70.1923076923,77.8846153846
2.6.2.2.3,Ricercatori e tecnici laureati nelle scienze mediche,80.9523809524,72.619047619,90.4761904762,51.1904761905,83.3333333333,29.7619047619,76.1904761905,61.9047619048,55.9523809524,39.2857142857,78.5714285714,72.619047619,67.8571428571,89.2857142857,92.8571428571,63.0952380952,69.0476190476,57.1428571429,76.1904761905,64.2857142857,67.8571428571
2.6.2.3.1,Ricercatori e tecnici laureati nelle scienze ingegneristiche civili e dell’architettura,75,73.9130434783,90.2173913043,69.5652173913,81.5217391304,25,82.6086956522,66.3043478261,55.4347826087,53.2608695652,68.4782608696,71.7391304348,67.3913043478,77.1739130435,83.6956521739,66.3043478261,69.5652173913,56.5217391304,81.5217391304,68.4782608696,71.7391304348
2.6.2.3.2,Ricercatori e tecnici laureati nelle scienze ingegneristiche industriali e dell’informazione,87.5,80.6818181818,93.1818181818,61.3636363636,77.2727272727,29.5454545455,86.3636363636,68.1818181818,45.4545454545,45.4545454545,69.3181818182,71.5909090909,71.5909090909,76.1363636364,88.6363636364,56.8181818182,56.8181818182,44.3181818182,87.5,82.9545454545,79.5454545455
2.6.2.4.0,"Ricercatori e tecnici laureati nelle scienze dell'antichità, filologico-letterarie e storico-artistiche",77.7777777778,77.7777777778,90.2777777778,68.0555555556,77.7777777778,40.2777777778,75,72.2222222222,61.1111111111,51.3888888889,55.5555555556,69.4444444444,72.2222222222,84.7222222222,83.3333333333,59.7222222222,59.7222222222,55.5555555556,77.7777777778,73.6111111111,76.3888888889
2.6.2.5.1,Ricercatori e tecnici laureati nelle scienze storiche e filosofiche,69.7368421053,71.0526315789,92.1052631579,77.6315789474,75,44.7368421053,80.2631578947,82.8947368421,55.2631578947,53.9473684211,65.7894736842,75,69.7368421053,77.6315789474,88.1578947368,72.3684210526,68.4210526316,57.8947368421,89.4736842105,78.9473684211,71.0526315789
2.6.2.5.2,Ricercatori e tecnici laureati nelle scienze pedagogiche e psicologiche,82.1428571429,73.8095238095,92.8571428571,72.619047619,90.4761904762,36.9047619048,86.9047619048,60.7142857143,55.9523809524,47.619047619,67.8571428571,64.2857142857,58.3333333333,82.1428571429,88.0952380952,62.5,55,48.75,85.7142857143,80,82.1428571429
2.6.2.6.0,Ricercatori e tecnici laureati nelle scienze economiche e statistiche,78.9473684211,76.3157894737,82.8947368421,73.6842105263,75,39.4736842105,77.6315789474,67.1052631579,48.6842105263,39.4736842105,47.3684210526,61.8421052632,56.5789473684,76.3157894737,77.6315789474,57.8947368421,52.6315789474,39.4736842105,88.1578947368,81.5789473684,76.3157894737
2.6.2.7.1,Ricercatori e tecnici laureati nelle scienze giuridiche,82.5,75,82.5,75,65,28.75,76.25,71.25,75,57.5,55,75,65,80,86.25,70,77.5,75,83.75,70,72.5
2.6.2.7.2,Ricercatori e tecnici laureati nelle scienze politiche e sociali,76.25,73.75,87.5,65,81.25,36.25,82.5,75,56.25,48.75,60,71.25,68.75,78.75,73.75,65,68.75,48.75,85,73.75,75
2.6.3.1.1,Professori di discipline artistiche nelle accademie di belle arti e nelle istituzioni scolastiche assimilate,87.5,87.5,80,77.5,75,28.75,66.25,78.75,55,58.75,78.75,75,77.5,85,88.75,78.9473684211,65.7894736842,52.6315789474,83.75,65.7894736842,77.5
2.6.3.1.2,Professori di discipline musicali nei conservatori e nelle istituzioni scolastiche assimilate,84.5238095238,71.4285714286,78.5714285714,80.9523809524,57.1428571429,28.5714285714,38.0952380952,67.8571428571,46.4285714286,46.4285714286,65.4761904762,70.2380952381,63.0952380952,82.1428571429,88.0952380952,67.6470588235,58.8235294118,52.9411764706,83.3333333333,73.5294117647,70.2380952381
2.6.3.1.3,Professori di arte drammatica e danza nelle accademie e nelle istituzioni scolastiche assimilate,90.7894736842,82.8947368421,85.5263157895,72.3684210526,71.0526315789,40.7894736842,38.1578947368,73.6842105263,40.7894736842,55.2631578947,81.5789473684,76.3157894737,75,75,94.7368421053,73.5294117647,73.5294117647,60.2941176471,93.4210526316,76.4705882353,84.2105263158
2.6.3.2.1,"Professori di scienze matematiche, fisiche e chimiche nella scuola secondaria superiore",76.1363636364,59.0909090909,77.2727272727,75,62.5,26.1363636364,39.7727272727,73.8636363636,39.7727272727,40.9090909091,57.9545454545,67.0454545455,80.6818181818,76.1363636364,86.3636363636,71.5909090909,67.0454545455,57.9545454545,70.4545454545,62.5,65.9090909091
2.6.3.2.2,Professori di scienze della vita e della salute nella scuola secondaria superiore,66.25,63.75,75,68.75,60,20,41.25,68.75,33.75,47.5,62.5,65,85,83.75,90,71.25,71.25,63.75,77.5,60,65
2.6.3.2.3,Professori di discipline tecnico-ingegneristiche nella scuola secondaria superiore,73.6111111111,58.3333333333,69.4444444444,66.6666666667,58.3333333333,43.0555555556,48.6111111111,68.0555555556,33.3333333333,48.6111111111,63.8888888889,73.6111111111,79.1666666667,77.7777777778,88.8888888889,75,70.5882352941,57.3529411765,70.8333333333,72.0588235294,75
2.6.3.2.4,Professori di scienze dell'informazione nella scuola secondaria superiore,77.5,60,82.5,70,66.25,23.75,35,62.5,36.25,37.5,55,70,72.5,80,85,72.2222222222,63.8888888889,54.1666666667,75,61.1111111111,61.25
2.6.3.2.5,"Professori di scienze letterarie, artistiche, storiche, filosofiche, pedagogiche e psicologiche nella scuola secondaria superiore",78.2608695652,70.652173913,79.347826087,69.5652173913,58.6956521739,25,40.2173913043,77.1739130435,44.5652173913,46.7391304348,65.2173913043,75,77.1739130435,80.4347826087,78.2608695652,78.4090909091,68.1818181818,59.0909090909,81.5217391304,60.2272727273,72.8260869565
2.6.3.2.6,"Professori di scienze giuridiche, economiche e sociali nella scuola secondaria superiore",74,62,78,75,57,28,38,63,42,39,47,68,78,74,85,72.8260869565,75,58.6956521739,70,58.6956521739,63
2.6.3.3.1,Professori di discipline umanistiche nella scuola secondaria inferiore,76.1904761905,73.8095238095,83.3333333333,57.1428571429,69.0476190476,28.5714285714,57.1428571429,69.0476190476,40.4761904762,47.619047619,66.6666666667,65.4761904762,73.8095238095,82.1428571429,83.3333333333,65.4761904762,73.8095238095,65.4761904762,73.8095238095,55.9523809524,54.7619047619
2.6.3.3.2,Professori di discipline tecniche e scientifiche nella scuola secondaria inferiore,73.8095238095,71.4285714286,83.3333333333,59.5238095238,72.619047619,23.8095238095,47.619047619,69.0476190476,38.0952380952,39.2857142857,63.0952380952,65.4761904762,71.4285714286,84.5238095238,83.3333333333,70.2380952381,63.0952380952,60.7142857143,73.8095238095,53.5714285714,54.7619047619
2.6.4.1.0,Professori di scuola primaria,80.6818181818,80.6818181818,89.7727272727,62.5,68.1818181818,30.6818181818,56.8181818182,73.8636363636,48.8636363636,53.4090909091,57.9545454545,70.4545454545,70.4545454545,87.5,88.6363636364,72.7272727273,72.7272727273,65.9090909091,79.5454545455,59.0909090909,60.2272727273
2.6.4.2.0,Professori di scuola pre-primaria,82.8947368421,84.2105263158,89.4736842105,46.0526315789,69.7368421053,31.5789473684,48.6842105263,78.9473684211,32.8947368421,53.9473684211,56.5789473684,69.7368421053,75,86.8421052632,88.1578947368,80.3571428571,80.3571428571,76.7857142857,80.2631578947,58.9285714286,63.1578947368
2.6.5.1.0,Specialisti nell’educazione e nella formazione di soggetti diversamente abili,88.75,81.25,85,51.25,67.5,42.5,52.5,77.5,23.75,48.75,45,68.75,77.5,78.75,90,84.2105263158,80.2631578947,67.1052631579,82.5,56.5789473684,62.5
2.6.5.2.0,Ispettori scolastici e professioni assimilate,80.2631578947,77.6315789474,96.0526315789,68.4210526316,86.8421052632,82.8947368421,81.5789473684,69.7368421053,52.6315789474,64.4736842105,78.9473684211,81.5789473684,71.0526315789,84.2105263158,86.8421052632,67.1052631579,56.5789473684,46.0526315789,75,69.7368421053,72.3684210526
2.6.5.3.1,Docenti della formazione e dell'aggiornamento professionale,85.7142857143,78.5714285714,77.380952381,71.4285714286,58.3333333333,54.7619047619,45.2380952381,75,54.7619047619,66.6666666667,71.4285714286,67.8571428571,70.2380952381,67.8571428571,80.9523809524,78.8461538462,78.8461538462,65.3846153846,69.0476190476,63.4615384615,69.0476190476
2.6.5.3.2,Esperti della progettazione formativa e curricolare,82,82,81,53,73,45,46,73,57,67,68,72,74,78,75,73.2142857143,73.2142857143,58.9285714286,79,71.4285714286,66
2.6.5.4.0,Consiglieri dell'orientamento,82.8947368421,86.8421052632,76.3157894737,55.2631578947,69.7368421053,40.7894736842,35.5263157895,69.7368421053,57.8947368421,52.6315789474,59.2105263158,65.7894736842,64.4736842105,89.4736842105,88.1578947368,69.4444444444,72.2222222222,72.2222222222,77.6315789474,61.1111111111,71.0526315789
2.6.5.5.1,Insegnanti di arti figurative,81.25,81.25,78.75,67.5,77.5,36.25,33.75,83.75,45,51.25,68.75,72.5,70,86.25,91.25,68.75,62.5,56.25,88.75,68.75,81.25
2.6.5.5.2,Insegnanti di danza,89.4230769231,84.6153846154,82.6923076923,75,65.3846153846,35.5769230769,33.6538461538,73.0769230769,46.1538461538,57.6923076923,83.6538461538,72.1153846154,69.2307692308,77.8846153846,86.5384615385,75,75,83.3333333333,86.5384615385,75,84.6153846154
2.6.5.5.3,Insegnanti di canto,89.4736842105,88.1578947368,73.6842105263,80.2631578947,52.6315789474,43.4210526316,28.9473684211,82.8947368421,51.3157894737,64.4736842105,65.7894736842,76.3157894737,69.7368421053,82.8947368421,86.8421052632,75,68.1818181818,54.5454545455,86.8421052632,65.9090909091,75
2.6.5.5.4,Insegnanti di strumenti musicali,82.1428571429,80.9523809524,82.1428571429,66.6666666667,59.5238095238,26.1904761905,26.1904761905,67.8571428571,48.8095238095,47.619047619,71.4285714286,70.2380952381,66.6666666667,83.3333333333,85.7142857143,77.5,80,75,86.9047619048,50,78.5714285714
2.6.5.5.5,Insegnanti di lingue,75,75,68.75,66.25,60,41.25,57.5,72.5,60,63.75,68.75,66.25,76.25,77.5,81.25,80,85,70,81.25,52.5,65
3.1.1.1.1,Tecnici geologici,72.2222222222,63.8888888889,70.8333333333,51.3888888889,56.9444444444,47.2222222222,31.9444444444,61.1111111111,54.1666666667,45.8333333333,61.1111111111,51.3888888889,63.8888888889,69.4444444444,73.6111111111,58.3333333333,72.2222222222,61.1111111111,65.2777777778,50,66.6666666667
3.1.1.1.2,Tecnici fisici e nucleari,83.75,77.5,75,55,68.75,37.5,82.5,78.75,42.5,51.25,60,75,71.25,71.25,83.75,62.5,65,63.75,76.25,68.75,72.5
3.1.1.2.0,Tecnici chimici,70.2380952381,77.380952381,84.5238095238,64.2857142857,64.2857142857,46.4285714286,53.5714285714,72.619047619,71.4285714286,64.2857142857,67.8571428571,73.8095238095,79.7619047619,71.4285714286,77.380952381,76.3157894737,73.6842105263,64.4736842105,71.4285714286,60.5263157895,61.9047619048
3.1.1.3.0,Tecnici statistici,74,74,83,66,67,43,77,78,35,52,54,74,78,84,81,72.9166666667,71.875,60.4166666667,67,62.5,63
3.1.2.1.0,Tecnici programmatori,72.5,76.25,77.5,58.75,57.5,53.75,53.75,70,48.75,58.75,58.75,65,73.75,65,70,72.7272727273,79.5454545455,65.9090909091,77.5,72.7272727273,63.75
3.1.2.2.0,Tecnici esperti in applicazioni,80.4347826087,68.4782608696,81.5217391304,55.4347826087,67.3913043478,56.5217391304,56.5217391304,75,57.6086956522,64.1304347826,69.5652173913,69.5652173913,72.8260869565,64.1304347826,71.7391304348,73.6111111111,73.6111111111,62.5,73.9130434783,66.6666666667,69.5652173913
3.1.2.3.0,Tecnici web,83.75,72.5,82.5,66.25,76.25,41.25,41.25,67.5,63.75,57.5,45,61.25,65,63.75,66.25,78.5714285714,75,60.7142857143,82.5,64.2857142857,73.75
3.1.2.4.0,Tecnici gestori di basi di dati,75,67.1052631579,73.6842105263,65.7894736842,57.8947368421,46.0526315789,43.4210526316,68.4210526316,56.5789473684,56.5789473684,53.9473684211,64.4736842105,71.0526315789,69.7368421053,63.1578947368,62.5,62.5,55,69.7368421053,57.5,68.4210526316
3.1.2.5.0,Tecnici gestori di reti e di sistemi telematici,78.4090909091,64.7727272727,75,56.8181818182,68.1818181818,44.3181818182,57.9545454545,70.4545454545,60.2272727273,54.5454545455,61.3636363636,70.4545454545,69.3181818182,71.5909090909,75,65.4761904762,65.4761904762,51.1904761905,71.5909090909,61.9047619048,64.7727272727
3.1.2.6.1,Tecnici per le telecomunicazioni,81.25,72.5,81.25,61.25,70,48.75,61.25,77.5,55,63.75,67.5,72.5,76.25,68.75,80,76.3888888889,77.7777777778,62.5,73.75,62.5,63.75
3.1.2.6.2,Tecnici delle trasmissioni radio-televisive,78.75,80,70,72.5,60,48.75,55,81.25,61.25,61.25,66.25,67.5,76.25,71.25,76.25,76.5625,68.75,65.625,71.25,54.6875,56.25
3.1.3.1.0,Tecnici meccanici,76.1904761905,75,84.5238095238,59.5238095238,70.2380952381,57.1428571429,61.9047619048,76.1904761905,66.6666666667,60.7142857143,73.8095238095,76.1904761905,77.380952381,70.2380952381,73.8095238095,70,70,60,75,57.5,70.2380952381
3.1.3.2.1,Tecnici dei prodotti ceramici,72.3684210526,77.6315789474,85.5263157895,53.9473684211,76.3157894737,59.2105263158,56.5789473684,71.0526315789,56.5789473684,64.4736842105,68.4210526316,68.4210526316,68.4210526316,72.3684210526,68.4210526316,68.75,64.0625,64.0625,71.0526315789,62.5,75
3.1.3.2.2,Tecnici minerari,71.875,73.4375,87.5,71.875,76.5625,50,43.75,71.875,53.125,59.375,90.625,76.5625,79.6875,73.4375,78.125,79.5454545455,72.7272727273,70.4545454545,70.3125,52.2727272727,75
3.1.3.2.3,Tecnici metallurgici,75,78.75,88.75,57.5,72.5,63.75,67.5,76.25,61.25,68.75,85,70,72.5,81.25,77.5,73.3333333333,73.3333333333,56.6666666667,73.75,68.3333333333,76.25
3.1.3.3.0,Elettrotecnici,82.6923076923,67.3076923077,82.6923076923,57.6923076923,71.1538461538,55.7692307692,59.6153846154,76.9230769231,67.3076923077,59.6153846154,65.3846153846,73.0769230769,75,69.2307692308,80.7692307692,69.2307692308,76.9230769231,75,67.3076923077,73.0769230769,63.4615384615
3.1.3.4.0,Tecnici elettronici,80.6818181818,80.6818181818,79.5454545455,68.1818181818,57.9545454545,50,50,70.4545454545,60.2272727273,61.3636363636,67.0454545455,68.1818181818,68.1818181818,73.8636363636,71.5909090909,78.125,78.125,62.5,81.8181818182,68.75,82.9545454545
3.1.3.5.0,Tecnici delle costruzioni civili e professioni assimilate,81.5789473684,72.3684210526,81.5789473684,56.5789473684,75,59.2105263158,53.9473684211,69.7368421053,61.8421052632,63.1578947368,77.6315789474,72.3684210526,69.7368421053,65.7894736842,69.7368421053,75,72.2222222222,72.2222222222,60.5263157895,51.3888888889,64.4736842105
3.1.3.6.0,Tecnici del risparmio energetico e delle energie rinnovabili,76.6666666667,76.6666666667,83.3333333333,56.6666666667,70,56.6666666667,63.3333333333,76.6666666667,66.6666666667,65,78.3333333333,75,75,66.6666666667,78.3333333333,80.3571428571,75,69.6428571429,66.6666666667,73.2142857143,73.3333333333
3.1.3.7.1,Disegnatori tecnici,78.125,80.2083333333,86.4583333333,68.75,71.875,58.3333333333,52.0833333333,72.9166666667,64.5833333333,63.5416666667,68.75,66.6666666667,77.0833333333,71.875,79.1666666667,94.4444444444,91.6666666667,86.1111111111,78.125,52.7777777778,76.0416666667
