up_new,Descrizione,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,H32,H33,H34,H35,H36,H37,H38,H39,H40,H41,H42,H43,H44,H45,H46,H47,H48,H49,H50,H51,H52,H53,H54,H55,H56,H57
2.6.3.2.5,"Professori di scienze letterarie, artistiche, storiche, filosofiche, pedagogiche e psicologiche nella scuola secondaria superiore",85.8695652174,97.8260869565,47.8260869565,68.4782608696,86.9565217391,96.7391304348,83.6956521739,60.8695652174,66.3043478261,23.9130434783,30.4347826087,50,39.1304347826,7.6086956522,93.4782608696,29.347826087,4.347826087,0,0,0,66.3043478261,22.8260869565,1.0869565217,0,0,0,0,0,14.1304347826,0,0,0,1.0869565217,64.1304347826,0,18.4782608696,0,0,44.5652173913,15.2173913043,0,15.2173913043,0,0,44.5652173913,60.8695652174,57.6086956522,77.1739130435,11.9565217391,73.9130434783,39.1304347826,76.0869565217,35.8695652174,54.347826087,2.1739130435,4.347826087,1.8260869565
2.6.3.2.6,"Professori di scienze giuridiche, economiche e sociali nella scuola secondaria superiore",91,90,33,46,84,92,73,33,57,16,13,38,40,5,78,27,2,0,0,0,66,26,1,1,0,0,0,0,1,0,0,0,0,58,1,16,0,2,54,25,4,6,0,0,40,47,47,64,12,80,36,68,28,53,1,4,1.68
2.6.3.3.1,Professori di discipline umanistiche nella scuola secondaria inferiore,90.4761904762,92.8571428571,50,73.8095238095,90.4761904762,97.619047619,82.1428571429,65.4761904762,73.8095238095,38.0952380952,28.5714285714,47.619047619,28.5714285714,2.380952381,92.8571428571,15.4761904762,5.9523809524,4.7619047619,1.1904761905,1.1904761905,67.8571428571,29.7619047619,4.7619047619,1.1904761905,2.380952381,0,0,0,10.7142857143,1.1904761905,0,0,2.380952381,59.5238095238,0,27.380952381,0,3.5714285714,46.4285714286,19.0476190476,8.3333333333,3.5714285714,0,0,45.2380952381,58.3333333333,50,60.7142857143,3.5714285714,77.380952381,34.5238095238,61.9047619048,33.3333333333,65.4761904762,0,2.380952381,2.3333333333
2.6.3.3.2,Professori di discipline tecniche e scientifiche nella scuola secondaria inferiore,91.6666666667,88.0952380952,44.0476190476,64.2857142857,78.5714285714,94.0476190476,84.5238095238,55.9523809524,64.2857142857,50,33.3333333333,39.2857142857,32.1428571429,4.7619047619,79.7619047619,16.6666666667,13.0952380952,1.1904761905,2.380952381,2.380952381,77.380952381,29.7619047619,1.1904761905,2.380952381,2.380952381,0,0,0,15.4761904762,1.1904761905,0,0,1.1904761905,53.5714285714,0,22.619047619,0,2.380952381,59.5238095238,22.619047619,8.3333333333,4.7619047619,1.1904761905,0,59.5238095238,66.6666666667,61.9047619048,64.2857142857,13.0952380952,72.619047619,28.5714285714,71.4285714286,35.7142857143,63.0952380952,8.3333333333,2.380952381,2.4285714286
2.6.4.1.0,Professori di scuola primaria,93.1818181818,76.1363636364,36.3636363636,38.6363636364,77.2727272727,97.7272727273,80.6818181818,60.2272727273,75,37.5,30.6818181818,36.3636363636,34.0909090909,4.5454545455,90.9090909091,0,4.5454545455,2.2727272727,0,0,69.3181818182,22.7272727273,2.2727272727,0,0,0,0,0,17.0454545455,0,0,0,2.2727272727,56.8181818182,3.4090909091,13.6363636364,5.6818181818,0,52.2727272727,29.5454545455,5.6818181818,26.1363636364,0,0,48.8636363636,51.1363636364,40.9090909091,68.1818181818,14.7727272727,73.8636363636,35.2272727273,76.1363636364,40.9090909091,48.8636363636,1.1363636364,0,2.1363636364
2.6.4.2.0,Professori di scuola pre-primaria,82.8947368421,27.6315789474,71.0526315789,34.2105263158,88.1578947368,86.8421052632,98.6842105263,89.4736842105,76.3157894737,44.7368421053,52.6315789474,40.7894736842,40.7894736842,2.6315789474,92.1052631579,14.4736842105,15.7894736842,1.3157894737,0,0,94.7368421053,47.3684210526,0,0,0,1.3157894737,0,0,60.5263157895,0,0,0,19.7368421053,27.6315789474,2.6315789474,60.5263157895,55.2631578947,25,69.7368421053,42.1052631579,51.3157894737,40.7894736842,19.7368421053,0,75,82.8947368421,78.9473684211,71.0526315789,0,76.3157894737,32.8947368421,76.3157894737,30.2631578947,65.7894736842,1.3157894737,0,2.7368421053
2.6.5.1.0,Specialisti nell’educazione e nella formazione di soggetti diversamente abili,82.5,46.25,32.5,38.75,71.25,73.75,86.25,37.5,43.75,7.5,8.75,40,31.25,15,95,5,3.75,0,0,0,77.5,28.75,2.5,1.25,0,0,0,0,16.25,0,0,0,3.75,58.75,1.25,16.25,12.5,1.25,40,35,7.5,13.75,0,0,41.25,60,36.25,60,1.25,70,23.75,68.75,32.5,33.75,0,5,2
2.6.5.2.0,Ispettori scolastici e professioni assimilate,89.4736842105,59.2105263158,98.6842105263,98.6842105263,98.6842105263,80.2631578947,86.8421052632,76.3157894737,88.1578947368,30.2631578947,60.5263157895,63.1578947368,52.6315789474,14.4736842105,97.3684210526,3.9473684211,3.9473684211,0,0,13.1578947368,27.6315789474,25,11.8421052632,2.6315789474,1.3157894737,0,0,0,0,0,0,0,0,71.0526315789,0,22.3684210526,1.3157894737,1.3157894737,27.6315789474,18.4210526316,2.6315789474,11.8421052632,0,0,57.8947368421,80.2631578947,65.7894736842,68.4210526316,18.4210526316,86.8421052632,31.5789473684,73.6842105263,35.5263157895,73.6842105263,0,7.8947368421,3.8947368421
2.6.5.3.1,Docenti della formazione e dell'aggiornamento professionale,89.2857142857,89.2857142857,59.5238095238,78.5714285714,86.9047619048,90.4761904762,69.0476190476,55.9523809524,77.380952381,33.3333333333,38.0952380952,45.2380952381,44.0476190476,5.9523809524,92.8571428571,17.8571428571,2.380952381,2.380952381,2.380952381,2.380952381,57.1428571429,14.2857142857,3.5714285714,2.380952381,0,2.380952381,0,0,2.380952381,2.380952381,3.5714285714,2.380952381,1.1904761905,51.1904761905,2.380952381,21.4285714286,2.380952381,2.380952381,48.8095238095,34.5238095238,7.1428571429,22.619047619,2.380952381,1.1904761905,34.5238095238,64.2857142857,50,75,17.8571428571,75,38.0952380952,82.1428571429,50,53.5714285714,8.3333333333,9.5238095238,2.5238095238
2.6.5.3.2,Esperti della progettazione formativa e curricolare,88,40,94,96,95,87,84,68,65,31,62,41,37,5,89,11,2,0,0,4,43,4,0,0,1,0,0,0,0,0,0,1,0,80,1,17,2,2,28,24,3,18,1,1,47,63,67,69,22,74,28,79,52,70,4,22,2.88
2.6.5.4.0,Consiglieri dell'orientamento,89.4736842105,55.2631578947,90.7894736842,94.7368421053,93.4210526316,90.7894736842,76.3157894737,78.9473684211,72.3684210526,21.0526315789,48.6842105263,43.4210526316,35.5263157895,9.2105263158,94.7368421053,11.8421052632,1.3157894737,3.9473684211,0,3.9473684211,52.6315789474,15.7894736842,2.6315789474,1.3157894737,0,1.3157894737,0,0,1.3157894737,0,0,0,2.6315789474,76.3157894737,0,17.1052631579,0,0,27.6315789474,17.1052631579,3.9473684211,6.5789473684,0,0,46.0526315789,60.5263157895,61.8421052632,75,11.8421052632,69.7368421053,25,81.5789473684,32.8947368421,67.1052631579,1.3157894737,21.0526315789,2.5789473684
2.6.5.5.1,Insegnanti di arti figurative,76.25,70,67.5,76.25,75,81.25,63.75,68.75,61.25,35,43.75,28.75,26.25,0,68.75,42.5,15,5,1.25,1.25,66.25,3.75,6.25,5,2.5,2.5,0,0,2.5,1.25,3.75,2.5,5,40,2.5,33.75,17.5,2.5,66.25,67.5,20,30,5,0,26.25,58.75,56.25,78.75,15,76.25,30,81.25,56.25,46.25,16.25,25,2.75
2.6.5.5.2,Insegnanti di danza,87.5,77.8846153846,77.8846153846,74.0384615385,70.1923076923,89.4230769231,73.0769230769,79.8076923077,77.8846153846,50.9615384615,44.2307692308,32.6923076923,39.4230769231,2.8846153846,93.2692307692,3.8461538462,8.6538461538,7.6923076923,0,0,79.8076923077,10.5769230769,1.9230769231,0.9615384615,0,0,0,0,3.8461538462,0.9615384615,0,0,0.9615384615,17.3076923077,0,64.4230769231,41.3461538462,56.7307692308,73.0769230769,18.2692307692,51.9230769231,60.5769230769,0,0,39.4230769231,74.0384615385,75.9615384615,87.5,6.7307692308,82.6923076923,65.3846153846,82.6923076923,75,65.3846153846,4.8076923077,13.4615384615,2.7692307692
2.6.5.5.3,Insegnanti di canto,75,65.7894736842,76.3157894737,89.4736842105,88.1578947368,86.8421052632,52.6315789474,73.6842105263,63.1578947368,23.6842105263,23.6842105263,25,25,2.6315789474,93.4210526316,11.8421052632,11.8421052632,9.2105263158,0,0,71.0526315789,28.9473684211,1.3157894737,1.3157894737,0,0,0,0,2.6315789474,0,0,0,1.3157894737,50,0,18.4210526316,7.8947368421,6.5789473684,53.9473684211,48.6842105263,6.5789473684,35.5263157895,0,0,32.8947368421,50,53.9473684211,76.3157894737,7.8947368421,86.8421052632,46.0526315789,75,68.4210526316,48.6842105263,7.8947368421,23.6842105263,1.8421052632
2.6.5.5.4,Insegnanti di strumenti musicali,83.3333333333,65.4761904762,86.9047619048,91.6666666667,79.7619047619,90.4761904762,75,76.1904761905,51.1904761905,23.8095238095,28.5714285714,25,27.380952381,2.380952381,92.8571428571,20.2380952381,14.2857142857,13.0952380952,0,2.380952381,73.8095238095,38.0952380952,8.3333333333,8.3333333333,0,1.1904761905,0,0,1.1904761905,0,0,0,0,63.0952380952,1.1904761905,30.9523809524,1.1904761905,2.380952381,35.7142857143,60.7142857143,14.2857142857,51.1904761905,0,0,26.1904761905,60.7142857143,69.0476190476,75,5.9523809524,77.380952381,44.0476190476,78.5714285714,60.7142857143,54.7619047619,13.0952380952,19.0476190476,2.2380952381
2.6.5.5.5,Insegnanti di lingue,95,100,56.25,67.5,71.25,96.25,66.25,83.75,60,13.75,22.5,15,25,1.25,100,5,6.25,2.5,0,0,72.5,8.75,1.25,0,0,0,0,0,3.75,0,0,0,0,63.75,0,12.5,2.5,0,47.5,13.75,0,2.5,0,0,17.5,56.25,60,73.75,11.25,71.25,27.5,72.5,32.5,37.5,0,40,2
3.1.1.1.1,Tecnici geologici,79.1666666667,25,95.8333333333,98.6111111111,87.5,73.6111111111,72.2222222222,65.2777777778,54.1666666667,47.2222222222,43.0555555556,38.8888888889,38.8888888889,2.7777777778,88.8888888889,29.1666666667,69.4444444444,37.5,13.8888888889,19.4444444444,43.0555555556,23.6111111111,33.3333333333,13.8888888889,16.6666666667,12.5,8.3333333333,0,0,13.8888888889,13.8888888889,16.6666666667,18.0555555556,56.9444444444,13.8888888889,33.3333333333,12.5,8.3333333333,41.6666666667,38.8888888889,15.2777777778,18.0555555556,34.7222222222,9.7222222222,61.1111111111,58.3333333333,44.4444444444,69.4444444444,22.2222222222,73.6111111111,26.3888888889,65.2777777778,61.1111111111,62.5,33.3333333333,30.5555555556,3.5
3.1.1.1.2,Tecnici fisici e nucleari,72.5,20,93.75,98.75,83.75,72.5,80,31.25,57.5,53.75,51.25,30,20,0,96.25,41.25,11.25,1.25,7.5,5,55,43.75,20,11.25,22.5,13.75,1.25,42.5,15,20,51.25,37.5,37.5,61.25,18.75,28.75,13.75,10,42.5,66.25,13.75,22.5,41.25,26.25,56.25,56.25,60,67.5,17.5,77.5,26.25,56.25,41.25,48.75,63.75,7.5,3.05
3.1.1.2.0,Tecnici chimici,77.380952381,13.0952380952,92.8571428571,92.8571428571,95.2380952381,86.9047619048,85.7142857143,55.9523809524,53.5714285714,39.2857142857,39.2857142857,34.5238095238,41.6666666667,2.380952381,89.2857142857,27.380952381,10.7142857143,5.9523809524,1.1904761905,4.7619047619,57.1428571429,25,7.1428571429,2.380952381,38.0952380952,2.380952381,0,3.5714285714,1.1904761905,2.380952381,57.1428571429,19.0476190476,17.8571428571,44.0476190476,1.1904761905,52.380952381,8.3333333333,2.380952381,57.1428571429,67.8571428571,9.5238095238,28.5714285714,58.3333333333,5.9523809524,50,51.1904761905,42.8571428571,58.3333333333,32.1428571429,86.9047619048,38.0952380952,61.9047619048,39.2857142857,60.7142857143,40.4761904762,16.6666666667,3.1904761905
3.1.1.3.0,Tecnici statistici,73,20,96,99,94,67,76,50,49,15,34,29,25,3,93,0,2,0,0,2,42,1,1,0,0,0,0,0,2,0,0,0,0,89,0,17,0,0,15,35,2,23,0,0,35,40,36,58,35,83,45,68,36,65,3,2,3.28
3.1.2.1.0,Tecnici programmatori,87.5,5,92.5,98.75,92.5,78.75,81.25,53.75,51.25,20,35,35,37.5,2.5,88.75,16.25,3.75,1.25,1.25,7.5,47.5,18.75,3.75,1.25,1.25,0,0,0,0,1.25,1.25,3.75,2.5,87.5,0,12.5,1.25,1.25,21.25,45,1.25,38.75,1.25,0,56.25,57.5,46.25,56.25,28.75,85,32.5,65,71.25,63.75,16.25,22.5,3.9
3.1.2.2.0,Tecnici esperti in applicazioni,79.347826087,19.5652173913,94.5652173913,97.8260869565,90.2173913043,78.2608695652,78.2608695652,58.6956521739,55.4347826087,17.3913043478,43.4782608696,40.2173913043,40.2173913043,0,88.0434782609,8.6956521739,2.1739130435,2.1739130435,0,0,52.1739130435,3.2608695652,3.2608695652,2.1739130435,0,0,0,0,0,1.0869565217,0,0,0,88.0434782609,0,15.2173913043,4.347826087,3.2608695652,23.9130434783,42.3913043478,4.347826087,31.5217391304,4.347826087,1.0869565217,41.3043478261,58.6956521739,51.0869565217,69.5652173913,33.6956521739,78.2608695652,29.347826087,67.3913043478,53.2608695652,71.7391304348,17.3913043478,13.0434782609,3.2608695652
3.1.2.3.0,Tecnici web,72.5,8.75,86.25,97.5,87.5,68.75,50,48.75,36.25,8.75,28.75,27.5,22.5,0,97.5,2.5,0,0,0,1.25,33.75,2.5,0,0,0,0,0,0,0,0,0,0,0,90,0,10,1.25,0,15,45,0,35,0,0,50,45,41.25,77.5,30,85,32.5,70,65,57.5,18.75,27.5,3.2
3.1.2.4.0,Tecnici gestori di basi di dati,63.1578947368,14.4736842105,86.8421052632,96.0526315789,86.8421052632,65.7894736842,68.4210526316,51.3157894737,44.7368421053,30.2631578947,60.5263157895,35.5263157895,27.6315789474,1.3157894737,97.3684210526,6.5789473684,5.2631578947,1.3157894737,0,0,47.3684210526,14.4736842105,3.9473684211,2.6315789474,2.6315789474,7.8947368421,0,0,0,0,2.6315789474,0,5.2631578947,82.8947368421,2.6315789474,17.1052631579,7.8947368421,2.6315789474,22.3684210526,59.2105263158,7.8947368421,44.7368421053,1.3157894737,1.3157894737,51.3157894737,65.7894736842,60.5263157895,68.4210526316,52.6315789474,90.7894736842,27.6315789474,64.4736842105,48.6842105263,73.6842105263,22.3684210526,15.7894736842,3.5789473684
3.1.2.5.0,Tecnici gestori di reti e di sistemi telematici,78.4090909091,15.9090909091,97.7272727273,98.8636363636,94.3181818182,79.5454545455,69.3181818182,44.3181818182,47.7272727273,18.1818181818,47.7272727273,43.1818181818,34.0909090909,0,98.8636363636,9.0909090909,4.5454545455,2.2727272727,0,0,51.1363636364,27.2727272727,5.6818181818,1.1363636364,1.1363636364,14.7727272727,0,0,0,2.2727272727,2.2727272727,1.1363636364,6.8181818182,73.8636363636,6.8181818182,28.4090909091,10.2272727273,3.4090909091,26.1363636364,52.2727272727,5.6818181818,26.1363636364,2.2727272727,0,56.8181818182,55.6818181818,43.1818181818,59.0909090909,40.9090909091,80.6818181818,30.6818181818,65.9090909091,38.6363636364,61.3636363636,38.6363636364,6.8181818182,3.5909090909
3.1.2.6.1,Tecnici per le telecomunicazioni,80,6.25,100,98.75,86.25,91.25,87.5,63.75,56.25,33.75,46.25,31.25,32.5,2.5,93.75,26.25,35,20,6.25,31.25,51.25,28.75,21.25,7.5,1.25,22.5,2.5,1.25,0,25,17.5,5,15,57.5,18.75,31.25,22.5,16.25,43.75,67.5,22.5,35,35,12.5,50,60,58.75,58.75,35,76.25,43.75,57.5,52.5,71.25,45,10,3.45
3.1.2.6.2,Tecnici delle trasmissioni radio-televisive,68.75,12.5,77.5,93.75,71.25,72.5,76.25,33.75,52.5,25,42.5,28.75,28.75,2.5,87.5,18.75,31.25,12.5,3.75,13.75,48.75,48.75,18.75,13.75,1.25,12.5,2.5,2.5,0,13.75,15,0,8.75,62.5,11.25,31.25,21.25,16.25,42.5,71.25,20,40,12.5,3.75,48.75,52.5,46.25,53.75,52.5,83.75,40,60,51.25,76.25,70,7.5,2.75
3.1.3.1.0,Tecnici meccanici,76.1904761905,20.2380952381,94.0476190476,94.0476190476,86.9047619048,77.380952381,80.9523809524,50,65.4761904762,30.9523809524,48.8095238095,40.4761904762,35.7142857143,0,89.2857142857,40.4761904762,14.2857142857,10.7142857143,3.5714285714,2.380952381,53.5714285714,32.1428571429,11.9047619048,2.380952381,0,10.7142857143,0,0,1.1904761905,3.5714285714,1.1904761905,4.7619047619,4.7619047619,63.0952380952,2.380952381,33.3333333333,5.9523809524,2.380952381,34.5238095238,46.4285714286,7.1428571429,21.4285714286,22.619047619,1.1904761905,59.5238095238,61.9047619048,53.5714285714,60.7142857143,29.7619047619,83.3333333333,35.7142857143,66.6666666667,52.380952381,72.619047619,23.8095238095,11.9047619048,3.4761904762
3.1.3.2.1,Tecnici dei prodotti ceramici,92.1052631579,15.7894736842,96.0526315789,96.0526315789,60.5263157895,76.3157894737,86.8421052632,72.3684210526,75,56.5789473684,69.7368421053,50,38.1578947368,2.6315789474,97.3684210526,14.4736842105,5.2631578947,2.6315789474,0,1.3157894737,40.7894736842,28.9473684211,26.3157894737,10.5263157895,34.2105263158,5.2631578947,7.8947368421,1.3157894737,3.9473684211,6.5789473684,27.6315789474,25,5.2631578947,61.8421052632,6.5789473684,22.3684210526,1.3157894737,1.3157894737,36.8421052632,44.7368421053,5.2631578947,6.5789473684,35.5263157895,1.3157894737,48.6842105263,64.4736842105,65.7894736842,56.5789473684,18.4210526316,80.2631578947,42.1052631579,60.5263157895,65.7894736842,75,25,13.1578947368,4
3.1.3.2.2,Tecnici minerari,90.625,29.6875,100,96.875,92.1875,79.6875,75,46.875,78.125,96.875,84.375,56.25,46.875,7.8125,78.125,29.6875,84.375,48.4375,4.6875,34.375,37.5,67.1875,73.4375,23.4375,21.875,3.125,3.125,0,0,35.9375,32.8125,29.6875,9.375,45.3125,17.1875,43.75,7.8125,4.6875,60.9375,32.8125,7.8125,4.6875,62.5,1.5625,60.9375,82.8125,76.5625,70.3125,21.875,78.125,28.125,73.4375,43.75,68.75,29.6875,18.75,4.125
3.1.3.2.3,Tecnici metallurgici,83.75,18.75,90,97.5,77.5,82.5,76.25,43.75,71.25,68.75,75,47.5,46.25,6.25,92.5,36.25,22.5,13.75,2.5,16.25,46.25,52.5,36.25,22.5,26.25,2.5,5,3.75,1.25,5,21.25,26.25,26.25,48.75,7.5,46.25,6.25,2.5,51.25,43.75,8.75,21.25,66.25,17.5,66.25,70,63.75,73.75,32.5,83.75,31.25,81.25,36.25,73.75,55,17.5,3.85
3.1.3.3.0,Elettrotecnici,90.3846153846,7.6923076923,94.2307692308,96.1538461538,71.1538461538,69.2307692308,90.3846153846,63.4615384615,57.6923076923,36.5384615385,38.4615384615,55.7692307692,48.0769230769,3.8461538462,96.1538461538,23.0769230769,3.8461538462,3.8461538462,0,11.5384615385,53.8461538462,30.7692307692,9.6153846154,3.8461538462,5.7692307692,7.6923076923,0,1.9230769231,0,3.8461538462,19.2307692308,19.2307692308,3.8461538462,61.5384615385,1.9230769231,30.7692307692,5.7692307692,0,38.4615384615,59.6153846154,7.6923076923,15.3846153846,42.3076923077,1.9230769231,40.3846153846,50,46.1538461538,53.8461538462,38.4615384615,82.6923076923,38.4615384615,51.9230769231,48.0769230769,84.6153846154,40.3846153846,7.6923076923,3.5384615385
3.1.3.4.0,Tecnici elettronici,71.5909090909,6.8181818182,93.1818181818,95.4545454545,90.9090909091,72.7272727273,72.7272727273,72.7272727273,63.6363636364,36.3636363636,52.2727272727,32.9545454545,25,1.1363636364,93.1818181818,23.8636363636,7.9545454545,4.5454545455,4.5454545455,10.2272727273,47.7272727273,20.4545454545,4.5454545455,0,0,5.6818181818,0,0,1.1363636364,1.1363636364,20.4545454545,20.4545454545,19.3181818182,71.5909090909,6.8181818182,20.4545454545,9.0909090909,4.5454545455,34.0909090909,61.3636363636,12.5,18.1818181818,18.1818181818,3.4090909091,48.8636363636,69.3181818182,63.6363636364,82.9545454545,35.2272727273,93.1818181818,43.1818181818,78.4090909091,55.6818181818,59.0909090909,37.5,11.3636363636,3.7272727273
3.1.3.5.0,Tecnici delle costruzioni civili e professioni assimilate,82.8947368421,14.4736842105,98.6842105263,100,97.3684210526,92.1052631579,84.2105263158,56.5789473684,75,65.7894736842,67.1052631579,51.3157894737,50,5.2631578947,85.5263157895,34.2105263158,75,22.3684210526,1.3157894737,21.0526315789,47.3684210526,38.1578947368,42.1052631579,18.4210526316,10.5263157895,1.3157894737,2.6315789474,1.3157894737,0,18.4210526316,11.8421052632,13.1578947368,2.6315789474,59.2105263158,13.1578947368,39.4736842105,2.6315789474,3.9473684211,48.6842105263,28.9473684211,2.6315789474,15.7894736842,39.4736842105,14.4736842105,61.8421052632,61.8421052632,61.8421052632,59.2105263158,23.6842105263,76.3157894737,38.1578947368,64.4736842105,55.2631578947,68.4210526316,18.4210526316,26.3157894737,3.4736842105
3.1.3.6.0,Tecnici del risparmio energetico e delle energie rinnovabili,86.6666666667,28.3333333333,100,100,90,91.6666666667,83.3333333333,68.3333333333,73.3333333333,60,65,46.6666666667,36.6666666667,6.6666666667,93.3333333333,30,40,21.6666666667,0,15,56.6666666667,25,28.3333333333,3.3333333333,6.6666666667,5,0,3.3333333333,0,10,3.3333333333,3.3333333333,13.3333333333,68.3333333333,15,30,5,5,41.6666666667,15,5,18.3333333333,25,11.6666666667,53.3333333333,58.3333333333,68.3333333333,68.3333333333,25,76.6666666667,20,63.3333333333,41.6666666667,68.3333333333,15,10,3.6
3.1.3.7.1,Disegnatori tecnici,69.7916666667,17.7083333333,97.9166666667,100,92.7083333333,71.875,66.6666666667,72.9166666667,51.0416666667,30.2083333333,35.4166666667,42.7083333333,17.7083333333,1.0416666667,95.8333333333,21.875,13.5416666667,7.2916666667,0,2.0833333333,44.7916666667,11.4583333333,7.2916666667,3.125,2.0833333333,3.125,1.0416666667,0,0,2.0833333333,1.0416666667,2.0833333333,1.0416666667,83.3333333333,3.125,21.875,4.1666666667,1.0416666667,26.0416666667,51.0416666667,6.25,31.25,10.4166666667,0,61.4583333333,73.9583333333,58.3333333333,77.0833333333,26.0416666667,93.75,38.5416666667,72.9166666667,58.3333333333,75,13.5416666667,14.5833333333,3.6666666667
